Distance_(pixels),Gray_Value
0,2.2500
1,6.2500
2,5.5000
3,1.2500
4,0.0000
5,4.7500
6,3.2500
7,3.2500
8,1.5000
9,1.0000
10,4.0000
11,0.5000
12,3.0000
13,1.7500
14,2.0000
15,0.7500
16,0.5000
17,4.7500
18,3.2500
19,1.7500
20,2.5000
21,5.2500
22,3.0000
23,6.0000
24,3.2500
25,3.2500
26,3.7500
27,2.5000
28,1.5000
29,4.7500
30,0.0000
31,0.0000
32,1.2500
33,6.7500
34,5.5000
35,2.5000
36,5.2500
37,0.5000
38,1.7500
39,5.5000
40,0.5000
41,4.0000
42,1.0000
43,2.0000
44,0.5000
45,1.7500
46,1.2500
47,3.0000
48,0.2500
49,0.5000
50,3.0000
51,7.0000
52,2.2500
53,3.2500
54,1.7500
55,0.5000
56,1.2500
57,0.5000
58,3.0000
59,0.2500
60,2.0000
61,1.2500
62,3.0000
63,1.2500
64,0.0000
65,0.7500
66,5.2500
67,0.5000
68,3.2500
69,0.0000
70,1.7500
71,2.7500
72,3.0000
73,2.0000
74,2.0000
75,2.5000
76,4.0000
77,1.0000
78,3.7500
79,1.0000
80,0.0000
81,1.7500
82,4.5000
83,0.5000
84,0.5000
85,4.0000
86,0.7500
87,2.0000
88,2.0000
89,2.5000
90,1.7500
91,0.2500
92,2.5000
93,4.5000
94,8.0000
95,0.0000
96,2.5000
97,2.5000
98,2.0000
99,4.2500
100,2.2500
101,0.0000
102,1.7500
103,1.5000
104,3.5000
105,3.0000
106,2.7500
107,2.2500
108,3.7500
109,0.0000
110,0.5000
111,0.5000
112,1.2500
113,3.2500
114,5.7500
115,2.0000
116,0.2500
117,2.2500
118,2.7500
119,3.2500
120,3.2500
121,2.0000
122,0.2500
123,1.2500
124,0.0000
125,5.0000
126,5.2500
127,3.2500
128,0.0000
129,1.7500
130,0.5000
131,3.0000
132,3.0000
133,0.0000
134,2.5000
135,3.5000
136,2.5000
137,0.0000
138,7.2500
139,3.2500
140,0.0000
141,0.0000
142,0.7500
143,0.2500
144,1.0000
145,4.2500
146,1.0000
147,9.0000
148,4.5000
149,1.0000
150,3.0000
151,3.5000
152,2.5000
153,2.7500
154,1.2500
155,5.5000
156,3.2500
157,2.2500
158,0.5000
159,2.5000
160,8.0000
161,5.7500
162,9.0000
163,4.0000
164,1.0000
165,0.0000
166,4.0000
167,2.2500
168,1.2500
169,1.5000
170,0.5000
171,0.2500
172,4.0000
173,0.0000
174,1.7500
175,0.0000
176,0.0000
177,1.7500
178,1.2500
179,1.5000
180,0.0000
181,2.5000
182,2.5000
183,5.5000
184,2.7500
185,4.7500
186,1.5000
187,4.7500
188,2.7500
189,3.5000
190,1.2500
191,1.7500
192,1.2500
193,2.2500
194,1.7500
195,0.0000
196,1.7500
197,2.2500
198,5.2500
199,1.0000
200,2.2500
201,5.0000
202,1.5000
203,5.5000
204,5.7500
205,4.2500
206,5.2500
207,0.0000
208,0.0000
209,3.0000
210,2.0000
211,0.0000
212,5.5000
213,6.0000
214,4.5000
215,5.2500
216,6.5000
217,4.7500
218,13.5000
219,13.2500
220,14.5000
221,15.0000
222,19.5000
223,19.0000
224,29.0000
225,28.7500
226,35.5000
227,46.0000
228,53.5000
229,57.7500
230,53.7500
231,58.2500
232,58.5000
233,56.0000
234,61.7500
235,61.5000
236,69.7500
237,63.7500
238,70.5000
239,71.7500
240,70.5000
241,72.0000
242,74.7500
243,69.7500
244,68.5000
245,63.0000
246,66.5000
247,64.7500
248,57.0000
249,58.0000
250,57.7500
251,54.7500
252,53.5000
253,57.5000
254,48.7500
255,47.0000
256,51.2500
257,40.2500
258,46.0000
259,42.2500
260,40.0000
261,37.2500
262,38.7500
263,42.2500
264,35.5000
265,35.2500
266,29.2500
267,30.5000
268,34.0000
269,33.5000
270,29.2500
271,33.0000
272,27.7500
273,31.0000
274,31.7500
275,26.2500
276,24.7500
277,20.7500
278,19.0000
279,24.5000
280,23.0000
281,20.2500
282,23.0000
283,26.7500
284,18.2500
285,23.0000
286,20.7500
287,20.0000
288,18.0000
289,24.2500
290,21.5000
291,19.7500
292,19.7500
293,25.2500
294,20.2500
295,27.0000
296,18.0000
297,25.2500
298,24.2500
299,28.7500
300,32.2500
301,36.2500
302,28.5000
303,31.2500
304,33.7500
305,35.0000
306,36.7500
307,30.7500
308,37.5000
309,36.7500
310,36.2500
311,40.7500
312,45.5000
313,45.2500
314,40.0000
315,45.7500
316,44.5000
317,47.2500
