Distance_(pixels),Gray_Value
0,1.7500
1,1.5000
2,1.0000
3,4.7500
4,2.2500
5,0.0000
6,4.5000
7,2.0000
8,4.5000
9,3.2500
10,1.7500
11,1.7500
12,1.0000
13,7.7500
14,2.0000
15,6.2500
16,2.5000
17,2.7500
18,3.2500
19,2.0000
20,1.7500
21,4.0000
22,1.0000
23,0.5000
24,2.7500
25,2.5000
26,1.0000
27,0.5000
28,1.2500
29,1.0000
30,2.7500
31,1.2500
32,1.5000
33,0.0000
34,4.2500
35,3.5000
36,1.5000
37,0.0000
38,0.2500
39,3.0000
40,0.0000
41,0.2500
42,1.0000
43,3.0000
44,1.7500
45,1.5000
46,1.0000
47,4.2500
48,0.0000
49,1.7500
50,1.5000
51,0.2500
52,4.7500
53,5.7500
54,1.0000
55,3.7500
56,3.5000
57,3.2500
58,5.5000
59,1.0000
60,3.7500
61,0.5000
62,1.0000
63,2.0000
64,0.7500
65,4.0000
66,1.7500
67,2.7500
68,5.7500
69,0.7500
70,2.7500
71,1.5000
72,0.2500
73,1.5000
74,1.2500
75,0.5000
76,1.5000
77,2.0000
78,1.0000
79,2.0000
80,2.5000
81,0.2500
82,1.5000
83,3.0000
84,5.5000
85,1.0000
86,2.2500
87,1.5000
88,4.0000
89,0.0000
90,0.0000
91,0.2500
92,4.2500
93,2.2500
94,2.2500
95,1.2500
96,3.7500
97,2.7500
98,1.7500
99,2.5000
100,2.2500
101,1.5000
102,0.5000
103,0.0000
104,2.0000
105,0.0000
106,1.7500
107,5.5000
108,2.0000
109,6.5000
110,0.0000
111,0.2500
112,0.5000
113,0.5000
114,6.7500
115,2.7500
116,5.7500
117,0.7500
118,1.7500
119,1.5000
120,2.0000
121,1.7500
122,2.5000
123,5.2500
124,0.7500
125,1.2500
126,0.0000
127,2.0000
128,4.2500
129,3.0000
130,8.0000
131,2.7500
132,0.0000
133,0.2500
134,0.2500
135,3.5000
136,1.5000
137,1.0000
138,1.0000
139,3.2500
140,5.5000
141,5.2500
142,2.5000
143,1.5000
144,7.0000
145,3.7500
146,5.5000
147,2.0000
148,0.0000
149,3.7500
150,0.5000
151,5.0000
152,1.2500
153,0.5000
154,4.5000
155,1.5000
156,1.2500
157,0.7500
158,2.0000
159,1.5000
160,1.7500
161,8.2500
162,5.5000
163,1.0000
164,1.5000
165,1.7500
166,2.5000
167,1.5000
168,6.5000
169,0.0000
170,0.7500
171,0.7500
172,0.0000
173,1.7500
174,0.0000
175,6.0000
176,3.5000
177,2.5000
178,2.0000
179,3.2500
180,3.5000
181,2.2500
182,3.0000
183,1.2500
184,0.7500
185,3.0000
186,1.0000
187,1.2500
188,3.7500
189,1.5000
190,2.5000
191,3.0000
192,1.0000
193,5.7500
194,2.0000
195,1.0000
196,2.0000
197,3.2500
198,4.0000
199,0.0000
200,0.7500
201,2.2500
202,1.0000
203,3.2500
204,1.5000
205,1.7500
206,2.5000
207,0.2500
208,0.0000
209,2.5000
210,3.5000
211,4.7500
212,2.0000
213,0.0000
214,4.2500
215,1.2500
216,4.0000
217,1.7500
218,1.7500
219,1.2500
220,2.2500
221,0.7500
222,8.0000
223,1.5000
224,7.5000
225,5.5000
226,6.7500
227,14.0000
228,15.7500
229,11.5000
230,14.7500
231,16.2500
232,23.5000
233,22.5000
234,25.7500
235,23.0000
236,24.0000
237,26.5000
238,34.5000
239,31.7500
240,31.2500
241,38.0000
242,31.0000
243,39.2500
244,34.2500
245,40.7500
246,38.5000
247,35.0000
248,32.5000
249,40.7500
250,37.7500
251,31.2500
252,32.7500
253,34.0000
254,27.7500
255,25.5000
256,23.7500
257,22.2500
258,28.7500
259,23.7500
260,21.7500
261,22.5000
262,23.7500
263,21.0000
264,16.5000
265,19.2500
266,19.2500
267,20.0000
268,15.5000
269,20.0000
270,12.7500
271,8.5000
272,11.0000
273,4.7500
274,13.0000
275,9.0000
276,11.2500
277,11.0000
278,8.0000
279,12.5000
280,12.2500
281,14.5000
282,3.2500
283,7.2500
284,4.5000
285,13.2500
286,10.2500
287,4.0000
288,6.5000
289,1.7500
290,39.0000
291,13.7500
292,5.2500
293,10.2500
294,6.2500
295,8.2500
296,7.0000
297,7.7500
298,14.2500
299,3.2500
300,8.7500
301,11.5000
302,8.2500
303,11.2500
304,8.5000
305,11.0000
306,11.7500
307,10.2500
308,13.7500
309,13.2500
310,13.5000
311,13.0000
312,10.0000
313,17.2500
314,17.7500
315,15.5000
316,12.2500
317,19.5000
318,16.2500
319,12.7500
320,17.7500
321,15.5000
322,13.2500
323,15.2500
324,23.2500
325,22.2500
326,18.5000
327,19.2500
328,17.2500
329,23.5000
330,16.0000
331,19.0000
332,22.0000
333,16.2500
334,18.5000
335,14.2500
336,12.5000
337,14.7500
338,19.2500
339,15.0000
340,16.7500
341,11.2500
342,15.0000
343,14.0000
344,11.2500
345,7.5000
346,8.2500
347,17.5000
348,9.0000
349,9.7500
350,14.0000
351,5.7500
352,4.0000
353,7.7500
354,8.0000
355,5.2500
356,14.0000
357,6.7500
358,5.5000
359,4.5000
360,5.2500
361,7.0000
362,2.7500
363,7.2500
364,10.5000
365,4.2500
366,8.2500
367,7.0000
368,2.5000
369,6.2500
370,2.0000
371,3.2500
372,0.7500
373,3.2500
374,8.7500
375,2.2500
376,5.7500
377,2.5000
378,3.5000
379,9.5000
380,5.2500
381,2.5000
382,3.7500
383,3.0000
384,3.7500
385,3.5000
386,2.5000
387,2.5000
388,3.0000
389,2.5000
390,2.0000
391,8.2500
392,7.7500
393,0.2500
394,5.7500
395,3.0000
396,2.5000
397,1.0000
398,4.5000
399,4.0000
400,7.0000
401,1.7500
402,5.2500
403,2.7500
404,1.5000
405,8.5000
406,4.7500
407,0.5000
408,4.0000
409,2.0000
410,3.5000
411,4.7500
412,1.0000
413,6.7500
414,2.0000
415,4.2500
416,7.7500
417,1.7500
418,5.5000
419,1.0000
420,1.0000
421,8.2500
422,3.7500
423,7.0000
424,4.7500
425,2.7500
426,1.0000
427,0.7500
428,2.7500
429,8.2500
430,1.0000
431,5.5000
432,1.0000
433,4.2500
434,1.0000
435,7.5000
436,2.0000
437,1.7500
438,3.0000
439,3.7500
440,1.7500
441,0.7500
442,4.5000
443,1.7500
444,3.0000
445,3.7500
446,4.2500
447,5.5000
448,0.7500
449,2.0000
450,1.7500
451,0.0000
452,5.5000
453,1.2500
454,0.7500
455,2.7500
456,3.7500
457,4.5000
458,4.0000
459,1.5000
460,4.2500
461,2.7500
462,0.0000
463,6.2500
464,1.5000
465,4.0000
466,3.2500
467,5.7500
468,6.5000
469,4.0000
470,4.5000
471,2.5000
472,1.5000
473,3.0000
474,0.7500
475,0.0000
476,2.5000
477,0.7500
478,0.5000
479,2.7500
480,0.5000
481,4.5000
482,3.5000
483,0.0000
484,0.0000
485,0.5000
486,6.0000
487,2.5000
488,1.7500
489,0.5000
490,0.5000
491,6.5000
492,6.0000
493,3.5000
494,5.7500
495,0.0000
496,5.7500
497,1.0000
498,0.2500
499,0.7500
500,3.7500
501,1.5000
502,2.0000
503,4.2500
504,2.5000
505,3.7500
506,5.2500
507,2.5000
508,3.0000
509,0.5000
510,4.5000
511,2.7500
512,3.0000
513,7.2500
514,1.0000
515,0.0000
516,0.2500
517,1.2500
518,9.5000
519,2.7500
520,1.7500
521,3.2500
522,3.2500
523,2.7500
524,0.2500
525,4.2500
526,1.7500
527,4.7500
528,3.0000
529,3.5000
530,4.5000
531,3.0000
532,3.5000
533,6.0000
534,3.7500
535,1.0000
536,1.7500
537,0.7500
538,1.0000
539,2.0000
540,1.7500
541,4.2500
542,1.0000
543,6.2500
544,6.0000
545,4.2500
546,0.2500
547,2.2500
548,3.7500
549,0.5000
550,3.5000
551,1.7500
552,3.7500
553,3.7500
554,5.2500
555,5.2500
556,0.0000
557,5.2500
558,1.0000
559,4.7500
560,0.5000
561,3.7500
562,2.5000
563,0.2500
564,2.5000
565,1.5000
566,4.0000
567,1.7500
568,0.0000
569,2.2500
570,4.0000
571,3.7500
572,0.5000
573,1.2500
574,5.0000
575,3.2500
576,6.2500
577,4.0000
578,3.0000
579,3.7500
580,2.5000
581,5.5000
582,8.7500
583,0.0000
584,0.5000
585,4.0000
586,0.0000
587,1.7500
588,0.0000
589,0.5000
590,0.0000
591,3.0000
592,0.0000
593,2.2500
594,1.7500
595,0.5000
596,3.0000
597,0.0000
598,1.2500
599,5.5000
600,0.0000
601,5.7500
602,7.0000
603,5.2500
604,5.7500
605,1.0000
606,1.7500
607,0.0000
608,1.7500
609,7.2500
610,3.0000
611,1.5000
612,2.2500
613,0.0000
614,1.7500
615,0.0000
616,3.5000
617,3.0000
618,2.0000
619,4.2500
620,1.0000
621,0.2500
622,3.7500
623,0.2500
624,2.7500
625,1.5000
626,0.0000
627,3.0000
628,0.5000
629,1.2500
630,3.7500
631,3.0000
632,3.2500
633,4.7500
634,1.5000
635,3.2500
636,1.2500
637,0.0000
638,0.2500
639,1.5000
640,1.5000
641,1.0000
642,0.7500
643,4.0000
644,0.0000
645,0.7500
646,3.7500
647,0.5000
648,2.7500
649,0.0000
650,2.0000
651,2.2500
652,0.5000
653,0.2500
654,3.2500
655,3.5000
656,4.0000
657,2.5000
658,4.0000
659,5.7500
660,1.5000
661,1.2500
662,1.0000
663,2.2500
664,6.0000
665,0.5000
666,1.0000
667,0.5000
668,0.7500
669,2.5000
670,1.0000
671,3.2500
672,3.5000
673,2.2500
674,1.0000
675,3.0000
676,0.0000
677,2.5000
678,2.0000
679,0.5000
680,0.5000
681,1.7500
682,5.7500
683,1.2500
684,3.0000
685,3.5000
686,2.2500
687,3.7500
688,2.2500
689,0.7500
690,3.0000
691,0.7500
692,1.5000
693,4.2500
694,0.5000
695,3.0000
