spectrometer_90_30nm_hybrid_at_650.00nm_cut_at_1184.50Y_01.dat
02.05.2022
11:46:33
cut middle at Y: 1184.50
top cursor: 1210 down cursor: 1159 mean of: 51 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
485.997	5784.569
486.125	5241.314
486.253	5123.588
486.381	5087.765
486.510	5155.784
486.638	5250.863
486.766	5198.412
486.894	5235.020
487.022	5254.176
487.150	5254.098
487.278	5288.157
487.406	5253.627
487.535	5312.314
487.663	5386.157
487.791	5374.765
487.919	5380.765
488.047	5406.412
488.175	5434.843
488.303	5476.765
488.431	5492.588
488.560	5479.235
488.688	5546.941
488.816	5538.294
488.944	5580.314
489.072	5594.431
489.200	5605.569
489.328	5612.216
489.456	5678.020
489.585	5669.000
489.713	5646.196
489.841	5631.922
489.969	5631.804
490.097	5700.137
490.225	5660.588
490.353	5739.059
490.481	5695.157
490.610	5708.608
490.738	5705.980
490.866	5775.216
490.994	5729.588
491.122	5712.412
491.250	5731.804
491.378	5723.686
491.506	5793.706
491.635	5770.725
491.763	5742.961
491.891	5738.980
492.019	5799.824
492.147	5756.765
492.275	5743.686
492.403	5779.667
492.531	5893.922
492.660	5811.294
492.788	5827.745
492.916	5872.020
493.044	5797.275
493.172	5863.902
493.300	5850.961
493.428	5883.196
493.556	5940.863
493.685	5941.569
493.813	5949.627
493.941	5990.490
494.069	6000.039
494.197	6027.706
494.325	6061.471
494.453	6218.314
494.581	6118.314
494.710	6172.902
494.838	6193.020
494.966	6262.314
495.094	6212.941
495.222	6288.294
495.350	6264.922
495.478	6310.020
495.606	6335.922
495.735	6378.608
495.863	6355.157
495.991	6389.471
496.119	6457.059
496.247	6511.588
496.375	6405.471
496.503	6467.941
496.631	6483.078
496.760	6450.059
496.888	6444.706
497.016	6497.902
497.144	6497.314
497.272	6509.980
497.400	6526.588
497.528	6498.294
497.656	6474.647
497.785	6449.980
497.913	6456.353
498.041	6450.353
498.169	6439.157
498.297	6427.373
498.425	6580.137
498.553	6460.725
498.681	6466.451
498.810	6493.902
498.938	6457.510
499.066	6476.843
499.194	6533.863
499.322	6520.431
499.450	6521.510
499.578	6499.333
499.706	6550.922
499.835	6527.922
499.963	6512.353
500.091	6564.549
500.219	6570.941
500.347	6596.333
500.475	6598.000
500.603	6597.353
500.731	6627.275
500.860	6630.412
500.988	6684.157
501.116	6695.961
501.244	6690.235
501.372	6774.020
501.500	6710.882
501.628	6778.647
501.756	6803.882
501.885	6876.098
502.013	6802.569
502.141	6902.275
502.269	6855.353
502.397	7009.196
502.525	6928.020
502.653	7040.196
502.781	7013.882
502.910	7018.392
503.038	7064.725
503.166	7053.431
503.294	7063.725
503.422	7057.882
503.550	7052.294
503.678	7088.451
503.806	7108.941
503.935	7092.941
504.063	7113.235
504.191	7111.902
504.319	7080.451
504.447	7121.510
504.575	7120.549
504.703	7134.353
504.831	7126.961
504.960	7088.039
505.088	7115.627
505.216	7140.176
505.344	7247.020
505.472	7158.078
505.600	7131.961
505.728	7240.176
505.856	7186.294
505.985	7220.902
506.113	7217.510
506.241	7265.353
506.369	7222.490
506.497	7229.490
506.625	7289.608
506.753	7249.804
506.881	7297.627
507.010	7321.510
507.138	7278.608
507.266	7382.157
507.394	7355.196
507.522	7425.569
507.650	7407.647
507.778	7393.882
507.906	7428.608
508.035	7423.706
508.163	7496.824
508.291	7480.255
508.419	7581.549
508.547	7571.275
508.675	7613.843
508.803	7551.529
508.931	7612.059
509.060	7647.294
509.188	7616.824
509.316	7678.863
509.444	7669.882
509.572	7803.059
509.700	7681.941
509.828	7763.196
509.956	7714.667
510.085	7740.118
510.213	7755.255
510.341	7730.373
510.469	7750.373
510.597	7788.490
510.725	7756.137
510.853	7833.314
510.981	7861.961
511.110	7827.275
511.238	7798.863
511.366	7844.569
511.494	7796.843
511.622	7870.000
511.750	7877.882
511.878	7917.059
512.006	7830.980
512.135	7892.098
512.263	7903.490
512.391	7917.529
512.519	7929.569
512.647	7901.118
512.775	7936.275
512.903	7944.118
513.031	7971.471
513.160	7962.098
513.288	8031.412
513.416	7943.216
513.544	7952.294
513.672	7982.373
513.800	7968.529
513.928	7936.471
514.056	8000.333
514.185	7945.039
514.313	7932.569
514.441	8044.255
514.569	7978.353
514.697	7979.314
514.825	7949.235
514.953	7966.961
515.081	7919.157
515.210	7974.784
515.338	8047.647
515.466	7940.471
515.594	7927.275
515.722	7910.510
515.850	7964.020
515.978	7851.784
516.106	7935.451
516.235	7924.725
516.363	7941.471
516.491	7909.000
516.619	7920.392
516.747	8023.059
516.875	7973.667
517.003	7964.451
517.131	8021.843
517.260	7940.471
517.388	7992.784
517.516	8003.078
517.644	8022.216
517.772	8099.020
517.900	8076.510
518.028	8116.569
518.156	8158.804
518.284	8140.333
518.413	8184.725
518.541	8205.098
518.669	8177.784
518.797	8230.922
518.925	8260.059
519.053	8274.529
519.181	8294.882
519.309	8355.647
519.438	8366.824
519.566	8381.667
519.694	8395.569
519.822	8457.824
519.950	8449.333
520.078	8483.863
520.206	8511.471
520.334	8506.235
520.463	8497.627
520.591	8563.863
520.719	8546.706
520.847	8591.471
520.975	8545.020
521.103	8668.392
521.231	8572.294
521.359	8720.373
521.488	8588.882
521.616	8649.373
521.744	8573.824
521.872	8597.549
522.000	8537.216
522.128	8526.451
522.256	8518.373
522.384	8492.863
522.513	8519.686
522.641	8477.863
522.769	8526.196
522.897	8560.549
523.025	8504.451
523.153	8442.824
523.281	8496.078
523.409	8435.275
523.538	8453.549
523.666	8356.647
523.794	8467.157
523.922	8422.765
524.050	8453.941
524.178	8399.353
524.306	8405.667
524.434	8484.020
524.563	8494.157
524.691	8622.157
524.819	8483.941
524.947	8507.824
525.075	8543.961
525.203	8534.667
525.331	8578.824
525.459	8645.922
525.588	8618.902
525.716	8675.039
525.844	8687.000
525.972	8702.098
526.100	8717.275
526.228	8788.314
526.356	8778.333
526.484	8789.863
526.613	8810.765
526.741	8961.882
526.869	8893.216
526.997	8943.353
527.125	8980.216
527.253	8970.588
527.381	9065.039
527.509	9020.706
527.638	9095.882
527.766	9195.588
527.894	9185.275
528.022	9240.020
528.150	9175.490
528.278	9296.784
528.406	9270.431
528.534	9283.216
528.663	9322.569
528.791	9433.765
528.919	9379.824
529.047	9534.843
529.175	9353.098
529.303	9395.843
529.431	9371.000
529.559	9462.098
529.688	9395.000
529.816	9419.314
529.944	9521.588
530.072	9488.471
530.200	9387.647
530.328	9436.431
530.456	9460.039
530.584	9481.118
530.713	9472.137
530.841	9508.980
530.969	9454.216
531.097	9467.980
531.225	9465.059
531.353	9535.961
531.481	9519.118
531.609	9627.647
531.738	9463.608
531.866	9612.235
531.994	9561.902
532.122	9654.353
532.250	9528.745
532.378	9489.961
532.506	9487.667
532.634	9464.902
532.763	9423.745
532.891	9465.843
533.019	9483.118
533.147	9451.941
533.275	9453.196
533.403	9493.255
533.531	9493.569
533.659	9483.706
533.788	9529.980
533.916	9484.510
534.044	9477.294
534.172	9546.745
534.300	9506.745
534.428	9447.098
534.556	9664.745
534.684	9522.412
534.813	9502.392
534.941	9486.490
535.069	9462.569
535.197	9462.588
535.325	9461.569
535.453	9523.510
535.581	9608.784
535.709	9483.392
535.838	9562.588
535.966	9536.745
536.094	9536.902
536.222	9587.078
536.350	9560.529
536.478	9566.608
536.606	9621.824
536.734	9583.922
536.863	9560.373
536.991	9613.863
537.119	9659.020
537.247	9644.255
537.375	9761.471
537.503	9611.118
537.631	9622.804
537.759	9619.980
537.888	9592.353
538.016	9788.196
538.144	9716.627
538.272	9684.235
538.400	9725.373
538.528	9691.314
538.656	9798.490
538.784	9721.137
538.913	9830.706
539.041	9772.510
539.169	9788.196
539.297	9830.706
539.425	9879.686
539.553	9853.039
539.681	9952.471
539.809	9947.980
539.938	9943.020
540.066	9955.039
540.194	10044.804
540.322	10102.510
540.450	10099.196
540.578	10055.314
540.706	10120.706
540.834	10129.078
540.963	10252.569
541.091	10214.000
541.219	10174.216
541.347	10284.902
541.475	10261.529
541.603	10288.510
541.731	10299.118
541.859	10279.725
541.988	10314.725
542.116	10500.667
542.244	10355.824
542.372	10540.745
542.500	10375.314
542.628	10466.490
542.756	10367.333
542.884	10414.529
543.013	10414.627
543.141	10488.098
543.269	10486.529
543.397	10366.922
543.525	10451.431
543.653	10516.137
543.781	10411.157
543.909	10421.961
544.038	10511.627
544.166	10483.863
544.294	10556.922
544.422	10404.373
544.550	10438.373
544.678	10482.824
544.806	10383.843
544.934	10393.980
545.063	10401.647
545.191	10563.078
545.319	10462.647
545.447	10332.647
545.575	10306.451
545.703	10426.569
545.831	10385.255
545.959	10386.745
546.088	10349.647
546.216	10308.627
546.344	10353.804
546.472	10513.941
546.600	10346.647
546.728	10315.706
546.856	10335.627
546.984	10349.922
547.113	10478.216
547.241	10484.255
547.369	10468.176
547.497	10477.706
547.625	10478.020
547.753	10449.118
547.881	10381.373
548.009	10379.137
548.138	10406.137
548.266	10342.353
548.394	10388.471
548.522	10316.471
548.650	10428.647
548.778	10357.980
548.906	10271.000
549.034	10370.706
549.163	10243.098
549.291	10258.431
549.419	10305.333
549.547	10521.118
549.675	10456.216
549.803	10472.824
549.931	10491.216
550.059	10551.824
550.188	10679.216
550.316	10721.392
550.444	10780.098
550.572	10832.078
550.700	10903.882
550.828	10947.510
550.956	10965.941
551.084	11076.784
551.213	11019.275
551.341	11072.941
551.469	11086.608
551.597	11158.078
551.725	11192.980
551.853	11169.941
551.981	11261.922
552.109	11210.490
552.238	11265.725
552.366	11238.255
552.494	11209.863
552.622	11178.569
552.750	11234.941
552.878	11284.118
553.006	11328.451
553.134	11204.294
553.263	11295.235
553.391	11327.020
553.519	11470.471
553.647	11366.863
553.775	11333.000
553.903	11451.196
554.031	11400.824
554.159	11350.078
554.288	11464.824
554.416	11449.000
554.544	11479.961
554.672	11468.686
554.800	11441.333
554.928	11397.098
555.056	11402.431
555.184	11448.804
555.313	11465.235
555.441	11404.137
555.569	11444.804
555.697	11504.706
555.825	11462.980
555.953	11483.980
556.081	11421.765
