spectrometer_90_50nm_hybrid_at_650.00nm_cut_at_1184.50Y_01.dat
02.05.2022
11:51:33
cut middle at Y: 1184.50
top cursor: 1210 down cursor: 1159 mean of: 51 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
485.997	5942.314
486.125	5411.314
486.253	5273.392
486.381	5290.804
486.510	5336.843
486.638	5396.941
486.766	5428.784
486.894	5425.843
487.022	5468.392
487.150	5472.255
487.278	5480.275
487.406	5511.020
487.535	5525.294
487.663	5578.686
487.791	5580.588
487.919	5584.196
488.047	5591.863
488.175	5649.098
488.303	5654.765
488.431	5676.686
488.560	5680.235
488.688	5716.255
488.816	5734.647
488.944	5759.216
489.072	5768.627
489.200	5794.765
489.328	5840.412
489.456	5864.078
489.585	5840.471
489.713	5878.706
489.841	5839.020
489.969	5852.490
490.097	5855.451
490.225	5874.118
490.353	5926.098
490.481	5901.431
490.610	5882.078
490.738	5887.294
490.866	5950.922
490.994	5855.314
491.122	5935.216
491.250	5904.627
491.378	5956.843
491.506	6023.176
491.635	5959.804
491.763	5976.431
491.891	5953.255
492.019	6005.490
492.147	5977.157
492.275	5975.471
492.403	5930.353
492.531	6104.765
492.660	6043.176
492.788	6057.529
492.916	6102.902
493.044	6010.020
493.172	6075.235
493.300	6046.196
493.428	6091.275
493.556	6128.392
493.685	6142.824
493.813	6192.961
493.941	6207.196
494.069	6227.275
494.197	6201.314
494.325	6261.627
494.453	6403.176
494.581	6336.922
494.710	6385.216
494.838	6412.314
494.966	6466.294
495.094	6447.588
495.222	6516.765
495.350	6500.549
495.478	6532.725
495.606	6576.863
495.735	6585.745
495.863	6622.059
495.991	6649.843
496.119	6670.804
496.247	6733.078
496.375	6665.392
496.503	6686.255
496.631	6693.529
496.760	6687.000
496.888	6671.451
497.016	6710.706
497.144	6719.765
497.272	6677.255
497.400	6706.412
497.528	6680.078
497.656	6678.314
497.785	6697.882
497.913	6710.667
498.041	6723.902
498.169	6688.706
498.297	6675.176
498.425	6792.843
498.553	6666.941
498.681	6679.745
498.810	6774.039
498.938	6697.922
499.066	6688.176
499.194	6756.961
499.322	6744.392
499.450	6745.039
499.578	6742.647
499.706	6750.000
499.835	6758.353
499.963	6762.588
500.091	6800.216
500.219	6796.725
500.347	6800.471
500.475	6806.098
500.603	6834.725
500.731	6845.843
500.860	6866.471
500.988	6899.843
501.116	6886.020
501.244	6969.039
501.372	6960.490
501.500	7000.627
501.628	7015.353
501.756	7024.804
501.885	7101.902
502.013	7047.686
502.141	7096.549
502.269	7120.824
502.397	7233.157
502.525	7151.569
502.653	7258.137
502.781	7251.588
502.910	7235.922
503.038	7267.627
503.166	7279.255
503.294	7284.980
503.422	7313.451
503.550	7306.020
503.678	7332.647
503.806	7296.235
503.935	7323.255
504.063	7350.882
504.191	7353.373
504.319	7348.608
504.447	7337.745
504.575	7360.412
504.703	7354.745
504.831	7342.961
504.960	7302.020
505.088	7322.078
505.216	7394.490
505.344	7471.569
505.472	7386.176
505.600	7343.000
505.728	7455.157
505.856	7405.078
505.985	7414.157
506.113	7434.118
506.241	7417.745
506.369	7444.353
506.497	7442.000
506.625	7512.275
506.753	7484.549
506.881	7565.196
507.010	7499.804
507.138	7508.510
507.266	7607.294
507.394	7591.627
507.522	7640.725
507.650	7614.765
507.778	7641.490
507.906	7662.549
508.035	7678.294
508.163	7709.392
508.291	7711.118
508.419	7836.980
508.547	7808.118
508.675	7862.569
508.803	7759.569
508.931	7847.529
509.060	7861.745
509.188	7852.157
509.316	7849.706
509.444	7861.510
509.572	8055.804
509.700	7912.843
509.828	7948.980
509.956	7967.882
510.085	7922.471
510.213	7949.961
510.341	7944.000
510.469	7972.176
510.597	8021.804
510.725	7980.510
510.853	8060.588
510.981	8078.294
511.110	8057.000
511.238	8039.333
511.366	8086.039
511.494	8061.373
511.622	8063.451
511.750	8087.510
511.878	8101.314
512.006	8067.314
512.135	8116.235
512.263	8165.549
512.391	8125.725
512.519	8145.176
512.647	8119.902
512.775	8168.392
512.903	8173.078
