spectrometer_90_100nm_einzel_at_650.00nm_cut_at_1184.50Y_01.dat
02.05.2022
11:39:00
cut middle at Y: 1184.50
top cursor: 1210 down cursor: 1159 mean of: 51 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
485.997	6271.216
486.125	5719.608
486.253	5601.922
486.381	5589.804
486.510	5608.137
486.638	5702.412
486.766	5687.314
486.894	5728.863
487.022	5765.451
487.150	5753.294
487.278	5805.961
487.406	5782.608
487.535	5841.294
487.663	5883.588
487.791	5868.431
487.919	5922.647
488.047	5911.059
488.175	5950.000
488.303	5959.412
488.431	5970.235
488.560	5995.412
488.688	6055.843
488.816	6033.627
488.944	6103.804
489.072	6106.765
489.200	6123.431
489.328	6171.078
489.456	6175.804
489.585	6158.490
489.713	6152.804
489.841	6151.569
489.969	6156.118
490.097	6163.627
490.225	6160.882
490.353	6245.980
490.481	6203.569
490.610	6229.686
490.738	6218.647
490.866	6319.333
490.994	6216.980
491.122	6280.353
491.250	6241.000
491.378	6244.588
491.506	6330.137
491.635	6288.490
491.763	6295.490
491.891	6263.412
492.019	6349.373
492.147	6303.412
492.275	6279.431
492.403	6266.824
492.531	6450.118
492.660	6363.765
492.788	6372.725
492.916	6386.373
493.044	6345.863
493.172	6409.784
493.300	6389.176
493.428	6398.804
493.556	6434.412
493.685	6480.255
493.813	6506.804
493.941	6523.569
494.069	6553.137
494.197	6563.333
494.325	6599.686
494.453	6753.333
494.581	6653.431
494.710	6697.647
494.838	6709.941
494.966	6796.176
495.094	6771.059
495.222	6850.882
495.350	6839.725
495.478	6862.804
495.606	6901.000
495.735	6934.294
495.863	6940.294
495.991	6936.490
496.119	6979.667
496.247	7033.608
496.375	6981.314
496.503	7000.510
496.631	7007.431
496.760	7015.745
496.888	7035.412
497.016	7018.608
497.144	7045.863
497.272	7016.275
497.400	7038.490
497.528	7018.216
497.656	7038.294
497.785	6980.196
497.913	6979.529
498.041	7006.980
498.169	7036.020
498.297	6990.000
498.425	7137.608
498.553	7027.275
498.681	7016.020
498.810	7085.059
498.938	7030.627
499.066	7022.922
499.194	7111.588
499.322	7029.216
499.450	7002.157
499.578	7013.431
499.706	7053.333
499.835	7092.137
499.963	7091.745
500.091	7132.549
500.219	7112.078
500.347	7137.118
500.475	7137.745
500.603	7180.529
500.731	7202.216
500.860	7192.314
500.988	7247.098
501.116	7234.510
501.244	7285.098
501.372	7346.922
501.500	7331.510
501.628	7369.118
501.756	7371.373
501.885	7441.863
502.013	7403.020
502.141	7429.490
502.269	7429.824
502.397	7546.922
502.525	7507.902
502.653	7584.000
502.781	7537.294
502.910	7582.922
503.038	7645.314
503.166	7613.745
503.294	7644.922
503.422	7649.255
503.550	7630.196
503.678	7671.569
503.806	7687.510
503.935	7693.235
504.063	7720.549
504.191	7747.255
504.319	7715.922
504.447	7685.902
504.575	7712.235
504.703	7728.804
504.831	7643.549
504.960	7633.784
505.088	7672.490
505.216	7718.882
505.344	7818.510
505.472	7732.765
505.600	7692.843
505.728	7803.490
505.856	7750.608
505.985	7782.196
506.113	7806.333
506.241	7820.647
506.369	7782.333
506.497	7790.863
506.625	7852.706
506.753	7844.078
506.881	7913.098
507.010	7866.980
507.138	7872.510
507.266	7978.157
507.394	7904.510
507.522	8007.098
507.650	7988.980
507.778	8005.510
507.906	8078.549
508.035	8045.745
508.163	8083.667
508.291	8113.784
508.419	8167.824
508.547	8194.510
508.675	8228.255
508.803	8140.843
508.931	8238.608
509.060	8206.686
509.188	8227.137
509.316	8241.392
509.444	8255.333
509.572	8399.863
509.700	8292.078
509.828	8352.471
509.956	8346.020
510.085	8312.196
510.213	8326.196
510.341	8279.333
510.469	8379.039
510.597	8378.216
510.725	8363.863
510.853	8442.078
510.981	8444.549
511.110	8437.608
511.238	8431.000
511.366	8470.314
511.494	8442.882
511.622	8429.373
511.750	8477.471
511.878	8488.608
512.006	8468.804
512.135	8494.000
512.263	8510.392
512.391	8526.725
512.519	8504.157
512.647	8491.333
512.775	8508.667
512.903	8546.941
513.031	8564.078
513.160	8553.020
513.288	8621.000
513.416	8534.176
513.544	8563.686
513.672	8547.765
513.800	8559.804
513.928	8570.098
514.056	8643.294
514.185	8591.157
514.313	8537.078
514.441	8640.706
514.569	8602.588
514.697	8587.176
514.825	8551.059
514.953	8577.373
