spectrometer_90_referenz_at_650.00nm_cut_at_1184.50Y_01.dat
02.05.2022
11:30:13
cut middle at Y: 1184.50
top cursor: 1210 down cursor: 1159 mean of: 51 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
611.303	18710.353
611.431	18782.608
611.559	18765.745
611.688	18745.863
611.816	18695.961
611.944	18772.608
612.072	18768.059
612.200	18793.490
612.328	18828.529
612.456	18742.784
612.584	18933.157
612.713	18821.392
612.841	18902.549
612.969	18805.745
613.097	18827.725
613.225	18796.745
613.353	18842.373
613.481	18869.059
613.609	18918.490
613.738	18894.627
613.866	18979.510
613.994	18975.078
614.122	19016.961
614.250	18983.471
614.378	19035.294
614.506	18992.471
614.634	19076.863
614.763	18993.941
614.891	19081.412
615.019	19096.059
615.147	19098.373
615.275	19106.902
615.403	19211.608
615.531	19164.765
615.659	19234.725
615.788	19235.157
615.916	19391.902
616.044	19317.196
616.172	19494.000
616.300	19305.314
616.428	19491.902
616.556	19461.216
616.684	19492.863
616.813	19472.000
616.941	19463.333
617.069	19482.255
617.197	19736.255
617.325	19602.059
617.453	19655.059
617.581	19639.216
617.709	19665.412
617.838	19693.353
617.966	19717.863
618.094	19698.863
618.222	19757.333
618.350	19736.431
618.478	19713.314
618.606	19770.647
618.734	19747.529
618.863	19797.667
618.991	19740.784
619.119	19885.882
619.247	19762.431
619.375	19765.863
619.503	19849.647
619.631	19882.216
619.759	19767.686
619.888	19814.706
620.016	19905.000
620.144	19932.510
620.272	19879.569
620.400	19934.745
620.528	19941.294
620.656	19987.059
620.784	19963.549
620.913	19916.333
621.041	19983.980
621.169	20022.961
621.297	19939.196
621.425	19961.000
621.553	20012.216
621.681	20107.157
621.809	20082.804
621.938	20091.667
622.066	20247.176
622.194	20189.706
622.322	20171.471
622.450	20187.627
622.578	20218.824
622.706	20251.020
622.834	20276.745
622.963	20292.941
623.091	20284.824
623.219	20419.451
623.347	20491.373
623.475	20435.157
623.603	20478.961
623.731	20533.373
623.859	20553.745
623.988	20626.118
624.116	20610.627
624.244	20728.118
624.372	20719.020
624.500	20777.471
624.628	20774.275
624.756	20843.922
624.884	20963.275
