spectrometer_0_100nm_einzel_at_650.00nm_cut_at_1184.50Y_01.dat
02.05.2022
11:38:03
cut middle at Y: 1184.50
top cursor: 1210 down cursor: 1159 mean of: 51 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
485.997	6130.314
486.125	5624.863
486.253	5517.627
486.381	5574.431
486.510	5619.157
486.638	5712.020
486.766	5731.529
486.894	5733.784
487.022	5756.176
487.150	5766.765
487.278	5769.647
487.406	5780.314
487.535	5832.941
487.663	5858.902
487.791	5892.941
487.919	5882.314
488.047	5828.510
488.175	5892.333
488.303	5929.137
488.431	5914.627
488.560	5947.608
488.688	6007.804
488.816	5954.667
488.944	6045.824
489.072	6031.196
489.200	6045.902
489.328	6083.608
489.456	6157.863
489.585	6118.176
489.713	6132.824
489.841	6151.686
489.969	6158.059
490.097	6225.529
490.225	6228.255
490.353	6279.157
490.481	6325.000
490.610	6281.196
490.738	6312.471
490.866	6435.235
490.994	6344.020
491.122	6419.176
491.250	6393.471
491.378	6453.765
491.506	6553.863
491.635	6467.196
491.763	6479.706
491.891	6493.039
492.019	6550.235
492.147	6524.294
492.275	6526.412
492.403	6507.490
492.531	6675.059
492.660	6628.569
492.788	6603.706
492.916	6667.745
493.044	6619.784
493.172	6667.922
493.300	6698.608
493.428	6687.196
493.556	6752.980
493.685	6814.686
493.813	6793.529
493.941	6850.216
494.069	6902.686
494.197	6899.255
494.325	7011.373
494.453	7135.176
494.581	7040.667
494.710	7114.961
494.838	7154.647
494.966	7213.647
495.094	7179.706
495.222	7305.000
495.350	7280.020
495.478	7320.569
495.606	7384.569
495.735	7403.627
495.863	7426.902
495.991	7450.235
496.119	7472.314
496.247	7538.706
496.375	7467.863
496.503	7484.353
496.631	7526.490
496.760	7448.882
496.888	7517.216
497.016	7470.980
497.144	7471.882
497.272	7467.882
497.400	7483.059
497.528	7463.431
497.656	7428.157
497.785	7399.000
497.913	7385.176
498.041	7367.255
498.169	7341.157
498.297	7308.490
498.425	7472.314
498.553	7343.706
498.681	7338.922
498.810	7424.255
498.938	7366.098
499.066	7380.451
499.194	7423.922
499.322	7406.176
499.450	7415.196
499.578	7403.529
499.706	7462.137
499.835	7502.235
499.963	7503.059
500.091	7501.490
500.219	7538.588
500.347	7578.627
500.475	7568.529
500.603	7602.706
500.731	7636.196
500.860	7659.176
500.988	7723.137
501.116	7695.804
501.244	7779.098
