spectrometer_90_40nm_hybrid_at_650.00nm_cut_at_1184.50Y_01.dat
02.05.2022
11:50:02
cut middle at Y: 1184.50
top cursor: 1210 down cursor: 1159 mean of: 51 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
592.853	15007.392
592.981	15041.667
593.109	15003.784
593.238	15001.294
593.366	14958.059
593.494	14957.824
593.622	14993.863
593.750	14987.235
593.878	15042.686
594.006	14922.196
594.134	14962.608
594.263	14996.020
594.391	14903.549
594.519	14965.471
594.647	15001.706
594.775	14912.235
594.903	14900.706
595.031	14993.333
595.159	14968.882
595.288	14962.706
595.416	14940.471
595.544	14918.118
595.672	14886.078
595.800	14962.902
595.928	14886.824
596.056	14870.882
596.184	14829.490
596.313	15023.529
596.441	14848.784
596.569	14870.275
596.697	14772.745
596.825	14760.255
596.953	14777.941
597.081	14872.765
597.209	14803.000
597.338	14850.686
597.466	14865.020
597.594	14799.059
597.722	14974.843
597.850	14922.549
597.978	14912.157
598.106	15046.039
598.234	15007.765
598.363	14892.412
598.491	15136.863
598.619	14964.157
598.747	14974.569
598.875	15094.824
599.003	15027.706
599.131	15105.706
599.259	15085.078
599.388	15022.039
599.516	15229.157
599.644	15243.667
599.772	15377.745
599.900	15307.294
600.028	15262.275
600.156	15361.412
600.284	15317.882
600.413	15361.863
600.541	15449.235
600.669	15537.431
600.797	15429.588
600.925	15572.490
601.053	15559.824
601.181	15550.392
601.309	15539.275
601.438	15561.314
601.566	15525.314
601.694	15653.275
601.822	15860.451
601.950	15608.882
602.078	15669.882
602.206	15722.333
602.334	15710.863
602.463	15736.667
602.591	15837.863
602.719	15797.647
602.847	16034.941
602.975	15859.745
603.103	15869.314
603.231	15919.353
603.359	15945.431
603.488	15897.863
603.616	15950.706
603.744	16010.353
603.872	15987.824
604.000	16035.118
604.128	16011.941
604.256	15982.333
604.384	16075.569
604.513	16113.137
604.641	16119.000
604.769	16134.647
604.897	16063.902
605.025	15995.392
605.153	16046.667
605.281	16083.627
605.409	16049.784
605.538	16018.392
605.666	16032.176
605.794	16012.804
605.922	16146.314
606.050	16060.980
606.178	16100.922
606.306	16067.588
606.434	16113.235
606.563	16055.000
606.691	16095.412
606.819	16145.980
606.947	16160.412
607.075	16105.373
607.203	16104.235
607.331	16203.471
607.459	16118.569
607.588	16059.333
607.716	16141.255
607.844	16176.098
607.972	16176.569
608.100	16109.882
608.228	16100.078
608.356	16149.353
608.484	16129.235
608.613	16139.098
