spectrometer_0_20nm_hybrid_at_650.00nm_cut_at_1184.50Y_01.dat
02.05.2022
11:43:27
cut middle at Y: 1184.50
top cursor: 1210 down cursor: 1159 mean of: 51 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
485.997	6124.039
486.125	5599.294
486.253	5533.765
486.381	5545.608
486.510	5589.725
486.638	5708.275
486.766	5654.588
486.894	5699.863
487.022	5791.961
487.150	5787.118
487.278	5762.804
487.406	5794.647
487.535	5838.333
487.663	5873.941
487.791	5828.961
487.919	5881.941
488.047	5851.314
488.175	5898.843
488.303	5866.902
488.431	5914.451
488.560	5971.843
488.688	5972.824
488.816	5965.098
488.944	5996.137
489.072	6048.196
489.200	6027.922
489.328	6095.588
489.456	6131.725
489.585	6110.941
489.713	6135.353
489.841	6130.020
489.969	6171.882
490.097	6204.902
490.225	6211.902
490.353	6274.392
490.481	6246.980
490.610	6282.686
490.738	6308.941
490.866	6387.020
490.994	6335.137
491.122	6383.196
491.250	6384.588
491.378	6399.255
491.506	6502.137
491.635	6456.471
491.763	6448.412
491.891	6512.667
492.019	6545.745
492.147	6521.824
492.275	6492.569
492.403	6503.196
492.531	6647.020
492.660	6587.529
492.788	6638.157
492.916	6642.686
493.044	6557.843
493.172	6657.235
493.300	6665.784
493.428	6648.961
493.556	6721.216
493.685	6747.941
493.813	6806.020
493.941	6839.922
494.069	6860.902
494.197	6882.902
494.325	6949.686
494.453	7108.059
494.581	7016.725
494.710	7084.314
494.838	7096.784
494.966	7207.922
495.094	7162.608
495.222	7251.353
495.350	7267.647
495.478	7316.039
495.606	7344.412
495.735	7370.922
495.863	7391.706
495.991	7406.373
496.119	7440.333
496.247	7485.529
496.375	7442.294
496.503	7465.980
496.631	7480.196
496.760	7430.745
496.888	7496.157
497.016	7451.588
497.144	7460.039
497.272	7446.020
497.400	7463.255
497.528	7374.118
497.656	7379.157
497.785	7400.373
497.913	7320.020
498.041	7301.137
498.169	7355.725
498.297	7300.647
498.425	7435.863
498.553	7323.725
498.681	7328.431
498.810	7366.902
498.938	7306.078
499.066	7315.059
499.194	7423.235
499.322	7385.569
499.450	7394.961
499.578	7396.529
499.706	7432.784
499.835	7445.412
499.963	7453.667
500.091	7443.451
500.219	7468.902
500.347	7528.118
500.475	7518.686
500.603	7523.235
500.731	7544.863
500.860	7614.667
500.988	7637.647
501.116	7637.941
501.244	7692.275
501.372	7736.588
501.500	7719.784
501.628	7774.098
501.756	7768.588
501.885	7862.725
502.013	7829.529
502.141	7921.627
502.269	7839.471
502.397	8033.039
502.525	7943.961
502.653	8054.549
502.781	8004.039
502.910	8039.059
503.038	8015.980
503.166	8080.490
503.294	8059.941
503.422	8091.706
503.550	8100.314
503.678	8090.765
503.806	8076.529
503.935	8097.608
504.063	8075.176
504.191	8068.059
504.319	8076.333
504.447	8043.882
504.575	8110.255
504.703	8099.333
504.831	8044.490
504.960	8033.784
505.088	8073.275
505.216	8096.902
505.344	8171.392
505.472	8133.039
505.600	8116.471
