spectrometer_0_70nm_einzel_at_650.00nm_cut_at_1184.50Y_01.dat
02.05.2022
11:41:36
cut middle at Y: 1184.50
top cursor: 1210 down cursor: 1159 mean of: 51 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
485.997	6235.471
486.125	5720.765
486.253	5651.137
486.381	5642.510
486.510	5731.137
486.638	5832.922
486.766	5835.961
486.894	5861.078
487.022	5870.314
487.150	5877.667
487.278	5876.255
487.406	5914.020
487.535	5936.843
487.663	5974.765
487.791	5965.980
487.919	6002.412
488.047	5957.647
488.175	6045.118
488.303	6046.863
488.431	6063.961
488.560	6063.961
488.688	6093.353
488.816	6109.569
488.944	6147.137
489.072	6123.314
489.200	6151.608
489.328	6179.588
489.456	6253.686
489.585	6225.667
489.713	6251.784
489.841	6236.216
489.969	6266.686
490.097	6274.686
490.225	6324.235
490.353	6413.941
490.481	6377.588
490.610	6391.549
490.738	6428.373
490.866	6516.843
490.994	6456.784
491.122	6534.196
491.250	6530.275
491.378	6562.961
491.506	6613.745
491.635	6544.706
491.763	6604.784
491.891	6601.392
492.019	6671.039
492.147	6635.882
492.275	6618.765
492.403	6651.627
492.531	6778.588
492.660	6718.863
492.788	6730.431
492.916	6753.902
493.044	6713.294
493.172	6788.059
493.300	6784.922
493.428	6787.667
493.556	6852.255
493.685	6907.392
493.813	6921.216
493.941	6955.235
494.069	6955.471
494.197	7029.275
494.325	7052.843
494.453	7225.275
494.581	7189.078
494.710	7235.176
494.838	7259.569
494.966	7339.843
495.094	7319.078
495.222	7417.451
495.350	7428.725
495.478	7441.961
495.606	7477.765
495.735	7506.431
495.863	7555.020
495.991	7573.843
496.119	7617.569
496.247	7640.490
496.375	7572.765
496.503	7604.510
496.631	7597.804
496.760	7621.667
496.888	7617.314
497.016	7612.412
497.144	7624.784
497.272	7599.725
497.400	7585.529
497.528	7549.627
497.656	7502.647
497.785	7521.569
497.913	7482.333
498.041	7470.078
498.169	7488.078
498.297	7410.471
498.425	7601.510
498.553	7474.314
498.681	7445.098
498.810	7529.451
498.938	7460.255
499.066	7506.059
499.194	7576.255
499.322	7581.843
499.450	7509.824
499.578	7563.843
499.706	7592.000
499.835	7609.216
499.963	7608.706
500.091	7668.588
500.219	7667.020
500.347	7708.882
500.475	7725.020
500.603	7706.294
500.731	7723.902
500.860	7760.961
500.988	7832.294
501.116	7793.176
501.244	7859.725
501.372	7929.137
501.500	7938.686
501.628	7974.314
501.756	7981.392
501.885	8064.431
502.013	7984.529
502.141	8062.471
502.269	8071.118
502.397	8186.137
502.525	8139.765
502.653	8189.824
502.781	8187.216
502.910	8173.922
503.038	8233.157
503.166	8218.000
503.294	8251.588
503.422	8293.059
503.550	8282.961
503.678	8249.804
503.806	8288.392
503.935	8273.686
504.063	8267.510
504.191	8299.412
504.319	8310.137
504.447	8244.078
504.575	8273.490
504.703	8302.667
504.831	8229.118
504.960	8257.745
505.088	8272.784
505.216	8373.745
505.344	8416.431
505.472	8303.098
505.600	8291.451
505.728	8407.882
505.856	8369.804
505.985	8397.863
506.113	8446.843
506.241	8403.980
506.369	8430.235
506.497	8435.353
506.625	8544.725
506.753	8476.255
506.881	8524.176
507.010	8505.529
507.138	8510.961
507.266	8580.667
507.394	8552.765
507.522	8650.333
507.650	8614.549
507.778	8615.000
507.906	8660.333
508.035	8659.490
508.163	8677.176
508.291	8712.647
508.419	8807.294
508.547	8799.059
508.675	8799.961
508.803	8769.980
508.931	8827.961
509.060	8860.843
509.188	8881.882
509.316	8882.941
509.444	8908.020
509.572	9057.765
509.700	8982.627
509.828	9012.510
509.956	9048.510
510.085	9020.157
510.213	9065.725
510.341	9038.843
510.469	9137.882
510.597	9141.078
510.725	9171.000
510.853	9244.804
510.981	9246.353
511.110	9228.353
511.238	9274.039
511.366	9276.627
511.494	9317.137
511.622	9357.804
511.750	9439.353
511.878	9445.608
512.006	9443.647
512.135	9519.627
512.263	9562.686
512.391	9583.745
512.519	9575.255
512.647	9632.333
512.775	9618.216
512.903	9683.431
513.031	9702.118
513.160	9711.765
513.288	9789.392
513.416	9731.824
513.544	9840.882
513.672	9793.373
513.800	9835.431
513.928	9770.510
514.056	9798.353
514.185	9811.255
514.313	9756.863
514.441	9857.078
514.569	9779.961
514.697	9792.922
514.825	9797.745
514.953	9804.431
515.081	9762.471
515.210	9762.098
515.338	9846.784
515.466	9686.255
515.594	9742.490
515.722	9710.882
515.850	9724.863
515.978	9643.980
516.106	9686.294
516.235	9691.059
516.363	9685.157
516.491	9647.098
516.619	9714.843
516.747	9815.745
516.875	9780.020
517.003	9714.275
517.131	9759.569
517.260	9733.725
517.388	9810.020
517.516	9807.608
517.644	9839.529
517.772	9945.706
517.900	9883.451
518.028	9981.922
518.156	9963.745
518.284	9980.569
518.413	9991.059
518.541	10105.902
518.669	10110.882
518.797	10176.745
518.925	10153.549
519.053	10199.627
519.181	10205.863
519.309	10225.216
519.438	10280.725
519.566	10305.588
519.694	10316.235
519.822	10436.078
519.950	10385.804
520.078	10467.490
520.206	10502.294
520.334	10559.059
520.463	10550.431
520.591	10567.275
520.719	10574.706
520.847	10656.333
520.975	10634.686
521.103	10649.098
521.231	10669.529
521.359	10824.961
521.488	10725.255
521.616	10744.294
521.744	10659.471
521.872	10728.098
522.000	10692.647
522.128	10656.431
522.256	10693.725
522.384	10679.373
522.513	10684.745
522.641	10676.294
522.769	10752.000
522.897	10801.176
523.025	10700.235
523.153	10711.510
523.281	10747.039
523.409	10669.235
523.538	10777.882
523.666	10623.000
523.794	10769.686
523.922	10778.529
524.050	10755.843
524.178	10740.961
524.306	10835.078
524.434	10837.118
524.563	10916.157
524.691	11057.824
524.819	10951.216
524.947	11014.098
525.075	11039.627
525.203	11117.118
525.331	11143.961
525.459	11250.353
525.588	11279.039
525.716	11363.098
525.844	11394.902
525.972	11497.255
526.100	11495.490
526.228	11584.647
526.356	11591.529
526.484	11729.392
526.613	11703.471
526.741	11806.294
526.869	11784.235
526.997	11887.706
527.125	11919.647
527.253	11949.000
527.381	12017.490
527.509	12035.980
527.638	12054.137
527.766	12183.549
527.894	12121.471
528.022	12219.765
528.150	12154.039
528.278	12270.098
528.406	12230.118
528.534	12239.275
528.663	12272.961
528.791	12410.725
528.919	12390.588
529.047	12467.059
529.175	12349.510
529.303	12349.588
529.431	12361.922
529.559	12413.961
529.688	12360.804
529.816	12392.353
529.944	12408.392
530.072	12417.196
530.200	12388.451
530.328	12425.765
530.456	12401.196
530.584	12365.020
530.713	12371.725
530.841	12381.412
530.969	12390.824
531.097	12310.686
531.225	12382.941
531.353	12499.059
531.481	12390.961
531.609	12518.608
531.738	12350.314
531.866	12534.490
531.994	12465.392
532.122	12590.980
532.250	12495.471
532.378	12451.294
532.506	12466.216
532.634	12503.490
532.763	12468.059
532.891	12482.294
533.019	12439.627
533.147	12514.078
533.275	12481.824
533.403	12577.000
533.531	12578.961
533.659	12552.941
533.788	12617.804
533.916	12553.235
534.044	12683.549
534.172	12703.353
534.300	12699.647
534.428	12663.627
534.556	12931.588
534.684	12785.941
534.813	12736.804
534.941	12741.706
535.069	12752.000
535.197	12717.549
535.325	12799.078
535.453	12792.412
535.581	12880.843
535.709	12813.118
535.838	12848.961
535.966	12896.255
536.094	12879.922
536.222	12906.137
536.350	12880.392
536.478	12908.490
536.606	12988.294
536.734	12984.373
536.863	12976.157
536.991	13025.196
537.119	13034.549
537.247	13033.843
537.375	13141.373
537.503	13028.549
537.631	13053.490
537.759	13058.667
537.888	13079.588
538.016	13243.510
538.144	13203.118
538.272	13140.882
538.400	13160.549
538.528	13139.216
538.656	13223.176
538.784	13232.275
538.913	13364.667
539.041	13332.765
539.169	13282.627
539.297	13275.627
539.425	13414.118
539.553	13417.902
539.681	13472.608
539.809	13505.314
539.938	13475.608
540.066	13519.196
540.194	13556.078
540.322	13719.922
540.450	13719.902
540.578	13685.843
540.706	13789.980
540.834	13731.333
540.963	13876.941
541.091	13800.725
541.219	13847.863
541.347	13976.706
541.475	13966.588
541.603	13947.627
541.731	14007.686
541.859	14013.510
541.988	14065.902
542.116	14287.706
542.244	14140.980
542.372	14320.902
542.500	14099.706
542.628	14215.667
542.756	14183.725
542.884	14191.314
543.013	14172.824
543.141	14196.216
543.269	14186.020
543.397	14086.078
543.525	14123.941
543.653	14248.020
543.781	14069.000
543.909	14033.373
544.038	14135.922
544.166	14103.098
544.294	14158.255
544.422	13953.980
544.550	14027.745
544.678	14006.882
544.806	13932.412
544.934	13921.020
545.063	13952.784
545.191	14038.569
545.319	13911.196
545.447	13817.176
545.575	13825.196
545.703	13806.941
545.831	13814.980
545.959	13720.039
546.088	13724.392
546.216	13729.275
546.344	13701.863
546.472	13874.137
546.600	13750.216
546.728	13766.569
546.856	13787.686
546.984	13796.922
547.113	13876.784
547.241	13870.510
547.369	13913.745
547.497	13954.824
547.625	13962.922
547.753	13938.549
547.881	13886.275
548.009	13872.608
548.138	14013.647
548.266	13923.137
548.394	14058.569
548.522	13880.745
548.650	14029.843
548.778	13991.843
548.906	13905.529
549.034	14026.961
549.163	13931.333
549.291	13940.843
549.419	14002.745
549.547	14225.510
549.675	14265.098
549.803	14308.843
549.931	14391.098
550.059	14493.039
550.188	14656.471
550.316	14687.412
550.444	14841.804
550.572	14828.235
550.700	14887.745
550.828	14989.804
550.956	15061.765
551.084	15159.333
551.213	15143.941
551.341	15235.686
551.469	15244.843
551.597	15380.490
551.725	15412.569
551.853	15344.353
551.981	15425.941
552.109	15406.294
552.238	15453.804
552.366	15474.490
552.494	15458.137
552.622	15416.216
552.750	15473.333
552.878	15528.137
553.006	15615.392
553.134	15559.608
553.263	15575.961
553.391	15565.039
553.519	15748.118
553.647	15617.353
553.775	15640.000
553.903	15766.078
554.031	15660.922
554.159	15699.627
554.288	15750.176
554.416	15668.216
554.544	15779.765
554.672	15755.451
554.800	15764.961
554.928	15698.843
555.056	15690.451
555.184	15716.608
555.313	15722.431
555.441	15731.765
555.569	15737.627
555.697	15819.137
555.825	15743.824
555.953	15772.980
556.081	15710.922
556.209	15778.412
556.338	15853.275
556.466	15967.745
556.594	15793.647
556.722	15876.353
556.850	15918.784
556.978	15772.118
557.106	15810.235
557.234	15830.078
557.363	15834.294
557.491	15863.725
557.619	15816.000
557.747	15850.549
557.875	15820.333
558.003	15839.686
558.131	15838.980
558.259	15825.569
558.388	15828.020
558.516	15819.412
558.644	15831.843
558.772	15974.314
558.900	15836.294
559.028	15892.137
559.156	15878.020
559.284	15848.549
559.413	15842.314
559.541	15861.647
559.669	15908.647
559.797	15925.451
559.925	15845.078
560.053	15947.020
560.181	15906.353
560.309	15944.529
560.438	15947.275
560.566	15973.647
560.694	15837.784
560.822	16076.686
560.950	15918.235
561.078	15888.608
561.206	16075.255
561.334	15873.059
561.463	15909.569
561.591	16021.275
561.719	15935.529
561.847	15974.353
561.975	15894.314
562.103	15951.529
562.231	16017.706
562.359	15906.588
562.488	16018.373
562.616	16045.980
562.744	16026.314
562.872	16060.608
563.000	15983.412
563.128	15984.647
563.256	16027.235
563.384	16221.157
563.513	16022.588
563.641	16088.392
563.769	16153.706
563.897	16124.980
564.025	16165.863
564.153	16207.765
564.281	16324.961
564.409	16220.980
564.538	16158.471
564.666	16328.745
564.794	16346.765
564.922	16388.902
565.050	16412.667
565.178	16439.039
565.306	16463.059
565.434	16430.294
565.563	16607.608
565.691	16533.196
565.819	16711.490
565.947	16532.353
566.075	16599.294
566.203	16578.157
566.331	16618.157
566.459	17468.961
566.588	16626.765
566.716	16689.000
566.844	16688.020
566.972	16712.941
567.100	16802.941
567.228	16855.529
567.356	16912.745
567.484	16865.471
567.613	17029.098
567.741	16977.686
567.869	16997.647
567.997	17034.314
568.125	17078.078
568.253	17169.902
568.381	17111.451
568.509	17177.627
568.638	17158.294
568.766	17254.588
568.894	17269.627
569.022	17180.941
569.150	17311.353
569.278	17259.412
569.406	17459.922
569.534	17483.490
569.663	17332.098
569.791	17393.176
569.919	17439.039
570.047	17543.765
570.175	17443.529
570.303	17418.471
570.431	17429.882
570.559	17507.078
570.688	17609.529
570.816	17432.078
570.944	17532.647
571.072	17450.510
571.200	17425.314
571.328	17522.824
571.456	17575.804
571.584	17502.294
571.713	17579.039
571.841	17605.098
571.969	17699.294
572.097	17709.078
572.225	17494.941
572.353	17561.216
572.481	17461.373
572.609	17554.314
572.738	17486.216
572.866	17460.392
572.994	17446.059
573.122	17403.196
573.250	17509.490
573.378	17404.902
573.506	17426.059
573.634	17420.824
573.763	17363.353
573.891	17335.412
574.019	17425.176
574.147	17375.490
574.275	17401.647
574.403	17404.608
574.531	17358.216
574.659	17364.255
574.788	17356.588
574.916	17520.098
575.044	17367.196
575.172	17327.039
575.300	17340.902
575.428	17362.353
575.556	17402.118
575.684	17397.529
575.813	17397.314
575.941	17420.843
576.069	17431.863
576.197	17538.902
576.325	17468.078
576.453	17484.627
576.581	17494.706
576.709	17517.314
576.838	17556.157
576.966	17629.882
577.094	17772.000
577.222	17688.078
577.350	17683.294
577.478	17821.451
577.606	17865.941
577.734	17909.431
577.863	18018.882
577.991	18063.333
578.119	18172.314
578.247	18147.569
