spectrometer_0_30nm_hybrid_at_650.00nm_cut_at_1184.50Y_01.dat
02.05.2022
11:47:46
cut middle at Y: 1184.50
top cursor: 1210 down cursor: 1159 mean of: 51 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
485.997	5198.529
486.125	4755.686
486.253	4677.765
486.381	4687.588
486.510	4746.745
486.638	4809.412
486.766	4818.216
486.894	4846.137
487.022	4868.961
487.150	4871.431
487.278	4896.529
487.406	4901.961
487.535	4894.196
487.663	4978.804
487.791	4923.020
487.919	4951.118
488.047	4948.627
488.175	4993.549
488.303	5023.373
488.431	5044.412
488.560	5074.745
488.688	5080.882
488.816	5072.059
488.944	5093.627
489.072	5111.569
489.200	5149.647
489.328	5155.059
489.456	5252.176
489.585	5181.137
489.713	5215.333
489.841	5179.137
489.969	5223.588
490.097	5247.941
490.225	5265.961
490.353	5349.373
490.481	5305.569
490.610	5333.216
490.738	5381.098
490.866	5416.961
490.994	5383.353
491.122	5426.863
491.250	5427.863
491.378	5445.745
491.506	5567.961
491.635	5489.745
491.763	5463.725
491.891	5491.039
492.019	5598.843
492.147	5511.412
492.275	5547.686
492.403	5526.588
492.531	5681.333
492.660	5614.314
492.788	5626.510
492.916	5673.196
493.044	5582.176
493.172	5672.294
493.300	5665.176
493.428	5676.157
493.556	5715.196
493.685	5759.118
493.813	5760.667
493.941	5796.392
494.069	5839.627
494.197	5883.176
494.325	5898.255
494.453	6071.706
494.581	5994.196
494.710	6037.471
494.838	6076.431
494.966	6115.451
495.094	6090.294
495.222	6187.627
495.350	6176.922
495.478	6229.431
495.606	6253.824
495.735	6274.275
495.863	6312.588
495.991	6344.529
496.119	6310.882
496.247	6389.529
496.375	6353.627
496.503	6369.529
496.631	6406.588
496.760	6365.647
496.888	6375.294
497.016	6371.804
497.144	6350.078
497.272	6346.176
497.400	6338.961
497.528	6313.333
497.656	6291.216
497.785	6297.627
497.913	6250.471
498.041	6224.490
498.169	6260.333
498.297	6200.902
498.425	6374.353
498.553	6253.098
498.681	6243.451
498.810	6320.235
498.938	6248.176
499.066	6278.608
499.194	6322.608
499.322	6329.922
499.450	6321.980
499.578	6308.922
499.706	6366.510
499.835	6345.333
499.963	6349.961
500.091	6401.216
500.219	6404.078
500.347	6394.706
500.475	6423.118
500.603	6464.627
500.731	6470.804
500.860	6485.627
500.988	6556.647
501.116	6525.824
501.244	6592.235
501.372	6619.333
501.500	6647.686
501.628	6643.373
501.756	6696.843
501.885	6743.627
