spectrometer_dunkelfeld_100nm_einzel_at_650.00nm_cut_at_1436.50Y_01.dat
02.05.2022
13:22:18
cut middle at Y: 1436.50
top cursor: 1494 down cursor: 1379 mean of: 115 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
637.953	29542.722
638.081	29622.878
638.209	29761.278
638.338	29803.748
638.466	29956.243
638.594	30028.504
638.722	30098.791
638.850	30196.365
638.978	30214.183
639.106	30282.791
639.234	30349.948
639.363	30503.426
639.491	30521.861
639.619	30667.330
639.747	30753.748
639.875	30812.304
640.003	30968.922
640.131	31109.348
640.259	31170.617
640.388	31228.061
640.516	31256.322
640.644	31329.757
640.772	31493.122
640.900	31484.261
641.028	31538.843
641.156	31590.009
641.284	31771.435
641.413	31961.530
641.541	31944.061
641.669	32033.957
641.797	32164.783
641.925	32176.270
642.053	32385.243
642.181	32347.478
642.309	32426.757
642.438	32517.843
642.566	32579.617
642.694	32770.496
642.822	32728.835
642.950	32805.757
643.078	33000.843
643.206	32924.313
643.334	32996.026
643.463	33100.591
643.591	33122.304
643.719	33180.722
643.847	33226.348
643.975	33291.157
644.103	33342.452
644.231	33485.487
644.359	33489.374
644.488	33554.904
644.616	33569.643
644.744	33551.783
644.872	33605.470
645.000	33674.078
645.128	33626.270
645.256	33785.026
645.384	33802.148
645.513	33822.965
645.641	33884.957
645.769	33934.304
645.897	34034.600
646.025	34017.070
646.153	34058.878
646.281	34157.365
646.409	34169.226
646.538	34312.061
646.666	34248.122
646.794	34264.930
646.922	34293.461
647.050	34333.374
647.178	34315.400
647.306	34449.878
647.434	34275.643
647.563	34333.183
647.691	34341.200
647.819	34444.209
647.947	34426.661
648.075	34490.148
648.203	34493.783
648.331	34572.652
648.459	34489.965
648.588	34537.835
648.716	34613.661
648.844	34562.400
648.972	34601.470
649.100	34617.757
649.228	34614.852
649.356	34670.852
649.484	34657.591
649.613	34770.887
649.741	34718.243
649.869	34657.200
649.997	34759.887
650.125	34800.557
650.253	34776.530
650.381	34766.374
650.509	34733.191
650.638	34826.809
650.766	34922.252
650.894	34867.226
651.022	34808.835
651.150	34797.487
651.278	34890.748
651.406	34905.870
651.534	34908.078
651.663	34939.313
651.791	35188.270
