Distance_(pixels),Gray_Value
0,854.000
1,855.750
2,843.000
3,843.750
4,852.250
5,833.250
6,847.500
7,833.000
8,835.250
9,836.250
10,837.000
11,828.000
12,825.250
13,826.500
14,819.250
15,818.250
16,822.750
17,817.750
18,816.500
19,820.750
20,819.750
21,815.250
22,818.500
23,817.000
24,811.250
25,818.750
26,825.000
27,819.750
28,811.750
29,815.500
30,818.500
31,807.500
32,820.500
33,816.000
34,818.500
35,811.000
36,809.250
37,814.250
38,817.250
39,819.250
40,813.000
41,817.500
42,841.000
43,814.750
44,812.500
45,813.250
46,811.500
47,822.750
48,810.750
49,813.500
50,813.250
51,816.750
52,812.750
53,817.000
54,812.750
55,812.750
56,809.000
57,806.500
58,824.000
59,812.250
60,810.000
61,817.500
62,809.000
63,820.000
64,807.500
65,823.500
66,814.500
67,805.750
68,810.500
69,811.500
70,812.750
71,808.750
72,808.500
73,807.750
74,812.250
75,811.500
76,806.750
77,811.500
78,811.750
79,813.750
80,823.500
81,817.250
82,807.750
83,811.750
84,811.750
85,814.000
86,816.500
87,809.500
88,806.000
89,809.750
90,813.750
91,813.750
92,816.000
93,808.250
94,816.750
95,836.250
96,814.500
97,811.000
98,831.250
99,809.000
100,812.750
101,811.000
102,808.500
103,808.000
104,812.000
105,815.750
106,819.750
107,805.750
108,815.500
109,813.500
110,808.250
111,815.750
112,821.500
113,834.500
114,816.000
115,805.750
116,816.500
117,817.500
118,813.000
119,810.750
120,808.500
121,816.000
122,817.000
123,823.000
124,811.500
125,817.750
126,818.000
127,812.500
128,811.000
129,810.000
130,809.250
131,810.500
132,816.500
133,814.250
134,814.000
135,817.000
136,812.000
137,827.750
138,811.500
139,813.500
140,809.500
141,812.250
142,808.250
143,825.500
144,821.000
145,816.250
146,818.250
147,815.250
148,818.000
149,813.750
150,810.250
151,823.250
152,817.250
153,813.250
154,811.000
155,811.250
156,837.750
157,821.250
158,827.250
159,818.250
160,824.250
161,814.750
162,812.000
163,825.750
164,815.250
165,809.500
166,808.750
167,818.000
168,809.750
169,821.000
170,809.750
171,811.750
172,814.000
173,819.500
174,813.750
175,822.000
176,817.000
177,814.500
178,811.750
179,820.750
180,810.250
181,816.000
182,817.750
183,816.000
184,824.500
185,818.250
186,817.500
187,813.000
188,811.500
189,819.500
190,839.000
191,814.500
192,818.500
193,814.250
194,817.250
195,816.750
196,824.750
197,817.750
198,814.000
199,830.250
200,811.500
201,818.000
202,816.500
203,814.500
204,825.000
205,821.750
206,818.000
207,813.250
208,823.750
209,816.000
210,819.500
211,840.750
212,826.750
213,822.750
214,819.750
215,822.750
216,822.750
217,838.750
218,830.000
219,825.750
220,823.500
221,834.750
222,828.000
223,833.750
224,841.500
225,844.250
226,836.750
227,845.750
228,852.500
229,853.500
230,861.000
231,862.750
232,857.500
233,870.500
234,869.250
235,872.250
236,878.750
237,882.250
238,897.250
239,896.750
240,887.250
241,888.000
242,897.250
243,892.750
244,892.000
245,904.000
246,900.250
247,900.750
248,898.000
249,903.750
250,898.250
251,931.500
252,902.250
253,898.000
254,909.750
255,902.750
256,893.750
257,897.000
258,889.500
259,893.500
260,908.250
261,892.000
262,889.250
263,887.000
264,883.500
265,877.000
266,879.750
267,879.000
268,872.500
269,875.000
270,870.750
271,877.000
272,876.250
273,867.500
274,870.000
275,867.500
276,865.250
277,859.750
278,865.750
279,853.750
280,863.000
281,859.250
282,859.500
283,859.750
284,858.000
285,849.000
286,851.500
287,864.500
288,853.750
289,847.750
290,856.500
291,851.500
292,859.500
293,864.250
294,846.000
295,851.750
296,850.250
297,851.750
298,848.000
299,847.000
300,846.000
301,846.000
302,865.500
303,860.250
304,851.500
305,848.750
306,852.000
307,867.750
308,857.250
309,862.500
310,853.500
311,853.000
312,859.000
313,871.500
314,865.500
315,858.000
316,859.750
317,861.500
318,862.000
319,867.000
320,866.000
321,858.750
322,865.750
323,864.500
324,862.500
325,867.500
326,883.750
327,865.250
328,868.000
329,867.750
330,864.000
331,872.500
332,869.500
333,872.250
334,878.000
335,867.750
336,873.000
