Distance_(pixels),Gray_Value
0,0.0000
1,0.0000
2,0.5000
3,1.0000
4,0.0000
5,1.7500
6,1.7500
7,0.2500
8,0.2500
9,0.0000
10,0.0000
11,1.2500
12,0.7500
13,1.0000
14,0.5000
15,4.0000
16,2.5000
17,3.5000
18,9.2500
19,0.2500
20,1.5000
21,1.0000
22,3.0000
23,0.5000
24,0.0000
25,2.0000
26,2.7500
27,1.0000
28,0.0000
29,1.0000
30,1.7500
31,2.7500
32,2.2500
33,2.5000
34,0.0000
35,2.7500
36,0.0000
37,0.0000
38,0.5000
39,2.0000
40,0.7500
41,0.7500
42,4.2500
43,1.7500
44,0.0000
45,0.2500
46,0.0000
47,3.2500
48,1.7500
49,3.2500
50,1.7500
51,0.0000
52,2.7500
53,3.2500
54,2.0000
55,0.0000
56,1.2500
57,1.5000
58,0.5000
59,2.0000
60,1.0000
61,0.2500
62,2.7500
63,2.7500
64,2.5000
65,2.5000
66,0.7500
67,2.2500
68,1.2500
69,1.5000
70,0.5000
71,2.7500
72,0.7500
73,2.5000
74,2.5000
75,2.2500
76,1.2500
77,2.7500
78,1.7500
79,0.0000
80,4.2500
81,8.2500
82,0.0000
83,0.7500
84,3.0000
85,5.0000
86,1.7500
87,1.5000
88,0.5000
89,1.2500
90,1.0000
91,3.0000
92,1.7500
93,1.5000
94,1.0000
95,1.5000
96,0.5000
97,1.5000
98,3.0000
99,0.7500
100,0.2500
101,2.2500
102,3.0000
103,2.7500
104,0.0000
105,3.5000
106,0.0000
107,4.2500
108,0.2500
109,2.2500
110,1.7500
111,1.2500
112,1.2500
113,0.0000
114,1.5000
115,1.5000
116,3.7500
117,3.0000
118,0.5000
119,2.7500
120,3.5000
121,1.0000
122,1.2500
123,2.0000
124,2.5000
125,1.5000
126,0.7500
127,0.7500
128,1.5000
129,1.2500
130,0.0000
131,2.0000
132,2.2500
133,3.7500
134,5.0000
135,2.5000
136,4.2500
137,0.7500
138,1.0000
139,1.7500
140,1.2500
141,2.2500
142,0.0000
143,1.5000
144,0.5000
145,0.2500
146,2.0000
147,0.5000
148,3.2500
149,2.5000
150,2.2500
151,2.0000
152,0.0000
153,2.0000
154,1.7500
155,1.5000
156,2.2500
157,0.5000
158,2.2500
159,5.0000
160,3.0000
161,4.2500
162,1.0000
163,0.7500
164,6.0000
165,0.0000
166,0.0000
167,0.0000
168,6.7500
169,1.7500
170,2.0000
171,3.2500
172,3.0000
173,0.2500
174,2.0000
175,1.5000
176,0.5000
177,1.2500
178,4.7500
179,0.5000
180,1.7500
181,2.0000
182,1.0000
183,1.2500
184,1.7500
185,5.5000
186,6.5000
187,5.0000
188,1.7500
189,1.0000
190,1.0000
191,3.0000
192,5.5000
193,3.7500
194,2.2500
195,1.0000
196,0.2500
197,1.2500
198,0.0000
199,3.7500
200,5.2500
201,2.2500
202,2.7500
203,1.5000
204,1.5000
205,2.0000
206,2.0000
207,6.0000
208,3.7500
209,1.2500
210,0.5000
211,2.7500
212,3.2500
213,2.2500
214,3.0000
215,3.0000
216,3.7500
217,3.7500
218,7.2500
219,11.2500
220,14.0000
221,19.2500
222,19.5000
223,29.2500
224,28.7500
225,27.0000
226,32.0000
227,38.7500
228,40.5000
229,41.7500
230,47.7500
231,47.5000
232,54.2500
233,50.5000
234,53.2500
235,55.5000
236,53.2500
237,57.5000
238,61.0000
239,61.7500
240,58.5000
241,56.0000
242,51.2500
243,53.2500
244,49.7500
245,53.2500
246,44.5000
247,45.2500
248,43.5000
249,36.2500
250,38.7500
251,40.0000
252,35.7500
253,36.0000
254,35.2500
255,35.0000
256,29.5000
257,31.2500
258,26.5000
259,30.2500
260,24.2500
261,24.2500
262,22.2500
263,24.2500
264,23.2500
265,24.5000
266,25.7500
267,20.0000
268,12.5000
269,13.5000
270,15.7500
271,16.0000
272,15.7500
273,11.7500
274,15.0000
275,15.0000
276,15.5000
277,10.2500
278,9.0000
279,14.7500
280,15.7500
281,11.2500
282,13.2500
283,8.7500
284,12.5000
285,6.5000
286,10.5000
287,11.2500
288,14.0000
289,16.2500
290,12.7500
291,12.2500
292,15.2500
293,18.0000
294,15.0000
295,14.7500
296,15.7500
297,12.2500
298,21.2500
299,15.7500
300,16.7500
301,21.2500
302,25.2500
303,25.5000
304,23.2500
305,18.0000
306,27.2500
307,29.7500
308,31.5000
309,28.2500
310,36.5000
311,32.7500
312,38.5000
313,35.0000
314,28.5000
315,36.7500
316,33.0000
317,33.5000
318,30.0000
319,29.5000
320,28.2500
321,25.7500
322,31.0000
323,32.0000
324,31.5000
325,32.5000
326,30.5000
327,29.7500
328,25.5000
329,30.0000
330,32.7500
331,22.7500
332,30.7500
333,21.2500
334,23.2500
335,21.0000
336,22.0000
337,23.0000
338,21.0000
339,18.7500
340,21.7500
341,19.2500
342,15.5000
343,15.2500
344,13.2500
345,19.7500
346,14.2500
347,14.5000
348,8.5000
349,12.7500
350,11.7500
351,10.0000
352,13.2500
353,9.5000
354,10.0000
355,10.5000
356,14.7500
357,2.5000
358,6.5000
359,6.5000
360,9.5000
361,8.0000
362,8.0000
363,8.2500
364,9.0000
365,9.5000
366,10.5000
367,7.2500
368,8.5000
369,11.7500
370,8.5000
371,7.7500
372,7.0000
373,6.0000
374,5.7500
375,4.2500
376,4.2500
377,8.0000
378,9.7500
379,6.0000
380,1.0000
381,1.0000
382,9.7500
383,8.0000
384,8.7500
385,8.0000
386,1.7500
387,4.0000
388,1.5000
389,2.7500
390,6.2500
391,1.0000
392,5.7500
393,5.7500
394,7.0000
395,5.7500
396,3.5000
397,6.0000
398,5.0000
399,5.0000
400,6.2500
401,4.2500
402,3.0000
403,4.5000
404,3.2500
405,9.5000
406,4.2500
407,7.5000
408,12.0000
409,8.0000
410,10.0000
411,12.0000
412,6.0000
413,4.5000
414,6.5000
415,8.7500
416,4.0000
417,3.7500
418,2.5000
419,5.0000
420,6.0000
421,4.2500
422,7.2500
423,7.0000
424,3.5000
425,7.2500
426,5.0000
427,6.2500
428,2.5000
429,8.0000
430,9.7500
431,4.7500
432,5.2500
433,1.5000
434,5.5000
435,5.5000
436,7.0000
437,7.7500
438,6.0000
439,4.0000
440,4.0000
441,1.2500
442,3.7500
443,0.7500
444,3.7500
445,1.7500
446,5.5000
447,3.2500
448,5.0000
449,5.7500
450,12.7500
451,5.2500
452,0.5000
453,4.5000
454,4.5000
455,3.0000
456,1.2500
457,3.5000
458,3.7500
459,3.0000
460,0.2500
461,2.5000
462,5.0000
463,2.5000
464,0.7500
465,1.2500
466,3.5000
467,6.2500
468,1.2500
469,3.5000
470,1.0000
471,1.0000
472,2.0000
473,1.5000
474,3.2500
475,0.7500
476,2.2500
477,5.0000
478,5.0000
479,2.2500
480,3.7500
481,2.0000
482,1.7500
483,3.0000
484,1.7500
485,3.5000
486,2.5000
487,1.0000
488,3.2500
489,1.0000
490,2.0000
491,0.7500
492,1.2500
493,4.2500
494,1.2500
495,2.7500
496,6.0000
497,2.5000
498,1.2500
499,0.5000
500,1.2500
501,4.0000
502,0.7500
503,1.5000
504,1.2500
505,0.0000
506,2.0000
507,3.7500
508,1.7500
509,3.2500
510,7.2500
511,1.0000
512,4.0000
513,1.0000
514,4.0000
515,4.0000
516,0.0000
517,0.0000
518,0.2500
519,0.0000
520,4.0000
521,1.0000
522,1.0000
523,2.2500
524,0.5000
525,4.2500
526,0.5000
527,5.2500
528,1.7500
529,0.5000
530,2.5000
531,2.0000
532,0.5000
533,2.0000
534,2.0000
535,3.7500
536,4.0000
537,1.5000
538,5.7500
539,3.0000
540,3.0000
541,4.7500
542,2.2500
543,2.0000
544,1.2500
545,0.7500
546,1.7500
547,0.7500
548,1.2500
549,5.5000
550,5.5000
551,3.5000
552,7.2500
553,3.0000
554,1.5000
555,1.5000
556,3.0000
557,4.0000
558,0.7500
559,0.5000
560,2.2500
561,2.5000
562,2.0000
563,2.0000
564,1.5000
565,0.0000
566,4.5000
567,2.7500
568,5.2500
569,0.7500
570,0.2500
571,0.5000
572,4.0000
573,1.5000
574,3.7500
575,4.0000
576,0.7500
577,2.7500
578,2.7500
579,3.7500
580,1.5000
581,0.2500
582,0.0000
583,1.0000
584,2.7500
585,2.2500
586,3.0000
587,0.5000
588,1.0000
589,6.7500
590,4.7500
591,2.7500
592,1.0000
593,1.7500
594,0.0000
595,2.5000
596,0.2500
597,1.2500
598,0.0000
599,1.7500
600,5.7500
601,0.2500
602,0.2500
603,0.7500
604,2.0000
605,2.5000
606,1.0000
607,0.2500
608,1.7500
609,0.7500
610,3.7500
611,3.0000
612,5.7500
613,0.5000
614,1.2500
615,1.5000
616,3.2500
617,1.2500
618,1.2500
619,0.5000
620,1.2500
621,3.0000
622,1.7500
623,2.7500
624,3.5000
625,0.7500
626,1.5000
627,2.5000
628,5.0000
629,2.7500
630,2.0000
631,1.0000
632,1.5000
633,2.0000
634,1.0000
635,2.2500
636,0.5000
637,1.5000
638,1.5000
639,0.2500
640,0.0000
641,0.2500
642,4.0000
643,4.7500
644,1.2500
645,3.7500
646,5.5000
647,3.0000
648,0.7500
649,1.5000
650,1.5000
651,0.0000
652,0.5000
