Distance_(pixels),Gray_Value
0,807.680
1,815.200
2,816.320
3,811.520
4,822.080
5,812.320
6,814.880
7,828.480
8,807.360
9,818.880
10,816.000
11,821.440
12,823.360
13,824.320
14,834.240
15,843.680
16,844.000
17,861.760
18,921.280
19,976.800
20,1182.080
21,1806.240
22,2497.760
23,2237.600
24,1589.280
25,1173.280
26,1009.600
27,970.240
28,919.040
29,890.400
30,875.200
31,860.320
32,839.200
33,845.600
34,832.960
35,827.840
36,826.240
37,817.120
38,824.800
39,828.160
40,819.360
41,819.360
42,805.760
43,817.120
44,816.640
45,815.360
46,815.040
