Distance_(pixels),Gray_Value
0,807.360
1,807.680
2,812.960
3,807.360
4,813.280
5,807.040
6,815.840
7,805.280
8,806.560
9,814.400
10,816.480
11,824.800
12,831.680
13,835.520
14,825.920
15,829.120
16,821.120
17,845.920
18,858.240
19,907.840
20,1007.680
21,1306.560
22,2059.680
23,2504.960
24,1957.440
25,1373.920
26,1107.040
27,981.760
28,922.400
29,890.080
30,860.160
31,844.160
32,852.480
33,843.520
34,831.680
35,826.400
36,820.000
37,813.280
38,817.440
39,816.640
40,817.760
41,840.480
42,816.320
43,822.080
44,817.280
45,806.560
46,831.360
