Distance_(pixels),Gray_Value
0,820.000
1,826.080
2,813.280
3,820.800
4,816.000
5,812.160
6,811.360
7,824.960
8,820.800
9,812.160
10,816.320
11,829.920
12,821.600
13,833.440
14,828.480
15,828.640
16,840.640
17,867.840
18,887.840
19,947.200
20,1133.600
21,1680.640
22,2012.320
23,1730.560
24,1261.760
25,1026.560
26,958.080
27,924.000
28,884.800
29,876.160
30,844.960
31,847.840
32,836.960
33,840.160
34,835.200
35,829.600
36,830.720
37,825.440
38,821.120
39,816.480
40,816.640
41,823.680
42,813.600
43,824.640
44,822.080
45,821.280
46,816.800
