Distance_(pixels),Gray_Value
0,1.7500
1,2.0000
2,5.0000
3,3.2500
4,3.5000
5,5.2500
6,1.5000
7,2.7500
8,0.0000
9,0.0000
10,0.2500
11,0.0000
12,0.2500
13,3.7500
14,2.2500
15,0.5000
16,0.5000
17,0.0000
18,2.2500
19,0.0000
20,3.5000
21,6.2500
22,1.5000
23,4.0000
24,2.5000
25,1.7500
26,1.2500
27,0.2500
28,2.2500
29,4.5000
30,0.0000
31,2.0000
32,1.5000
33,3.7500
34,0.7500
35,1.0000
36,1.0000
37,1.2500
38,0.5000
39,2.0000
40,0.7500
41,3.5000
42,2.2500
43,0.0000
44,1.0000
45,0.0000
46,1.0000
47,0.5000
48,0.0000
49,0.2500
50,1.0000
51,0.7500
52,1.7500
53,0.5000
54,1.5000
55,1.0000
56,0.5000
57,1.7500
58,2.7500
59,1.2500
60,0.0000
61,0.5000
62,1.7500
63,2.5000
64,0.0000
65,0.0000
66,1.2500
67,1.0000
68,1.7500
69,1.2500
70,2.0000
71,2.5000
72,3.5000
73,2.2500
74,2.0000
75,0.7500
76,0.5000
77,2.2500
78,1.0000
79,2.7500
80,0.5000
81,2.5000
82,2.2500
83,5.0000
84,7.0000
85,0.2500
86,4.5000
87,2.2500
88,1.5000
89,2.0000
90,1.0000
91,0.0000
92,3.5000
93,0.0000
94,3.0000
95,3.0000
96,3.0000
97,3.5000
98,1.5000
99,0.2500
100,1.2500
101,4.0000
102,2.7500
103,2.0000
104,1.5000
105,4.7500
106,0.7500
107,0.0000
108,0.0000
109,3.7500
110,5.7500
111,1.0000
112,0.7500
113,2.0000
114,1.0000
115,6.5000
116,2.5000
117,2.0000
118,1.5000
119,2.0000
120,3.2500
121,1.2500
122,1.5000
123,1.0000
124,0.0000
125,2.2500
126,3.5000
127,0.0000
128,4.7500
129,1.7500
130,5.0000
131,5.5000
132,0.7500
133,2.5000
134,0.0000
135,0.0000
136,2.5000
137,3.7500
138,2.5000
139,7.5000
140,0.7500
141,4.2500
142,2.2500
143,4.7500
144,0.0000
145,3.2500
146,3.2500
147,4.7500
148,5.7500
149,3.7500
150,2.5000
151,2.0000
152,0.0000
153,1.2500
154,3.7500
155,1.0000
156,1.2500
157,0.2500
158,2.0000
159,1.5000
160,0.0000
161,3.0000
162,3.0000
163,1.7500
164,2.0000
165,0.7500
166,1.5000
167,4.2500
168,5.7500
169,1.0000
170,2.0000
171,1.0000
172,2.2500
173,3.0000
174,2.0000
175,1.2500
176,2.0000
177,0.5000
178,0.0000
179,0.5000
180,3.5000
181,2.2500
182,3.2500
183,0.2500
184,4.7500
185,7.2500
186,2.5000
187,0.0000
188,3.2500
189,0.0000
190,2.7500
191,2.5000
192,1.7500
193,1.7500
194,1.2500
195,2.2500
196,6.5000
197,0.0000
198,0.5000
199,1.2500
200,1.5000
201,3.7500
202,3.5000
203,1.2500
204,0.5000
205,1.7500
206,1.2500
207,0.5000
208,1.5000
209,1.7500
210,2.2500
211,9.2500
212,2.2500
213,0.0000
214,0.7500
215,3.0000
216,1.0000
217,0.0000
218,6.7500
219,6.0000
220,7.5000
221,16.2500
222,18.2500
223,20.7500
224,27.0000
225,33.5000
226,38.5000
227,45.2500
228,55.7500
229,45.5000
230,54.2500
231,64.2500
232,65.0000
233,74.2500
234,62.5000
235,70.2500
236,73.2500
237,78.2500
238,76.7500
239,75.7500
240,69.0000
241,65.7500
242,66.2500
243,76.2500
244,70.7500
245,62.0000
246,67.0000
247,60.5000
248,65.7500
249,61.0000
250,56.0000
251,52.2500
252,45.2500
253,42.0000
254,48.7500
255,39.7500
256,37.7500
257,36.5000
258,40.2500
259,39.5000
260,38.2500
261,37.0000
262,30.5000
263,33.5000
264,29.0000
265,23.2500
266,29.0000
267,24.7500
268,24.0000
269,28.5000
270,26.2500
271,19.0000
272,29.7500
273,22.5000
274,17.2500
275,21.2500
276,13.0000
277,15.5000
278,20.5000
279,22.0000
280,21.5000
281,16.7500
282,23.0000
283,26.0000
284,28.2500
285,30.5000
286,22.5000
287,20.5000
288,25.2500
289,16.7500
290,20.0000
291,26.2500
292,25.2500
293,30.0000
294,28.5000
295,29.7500
296,26.5000
297,27.2500
298,31.5000
299,38.5000
300,36.2500
301,40.0000
302,39.7500
303,40.7500
304,38.0000
305,39.0000
306,38.5000
307,40.5000
308,49.7500
309,47.0000
310,44.2500
311,47.7500
312,52.0000
313,46.5000
314,49.0000
315,42.5000
316,48.0000
317,50.2500
318,53.7500
319,48.7500
320,46.0000
321,47.0000
322,42.0000
323,42.0000
324,42.5000
325,35.2500
326,35.5000
327,36.2500
328,38.0000
329,36.0000
330,31.7500
331,30.0000
332,31.7500
333,28.7500
334,31.7500
335,31.5000
336,22.5000
337,25.7500
338,29.2500
339,21.0000
340,25.7500
341,22.7500
342,20.7500
343,19.0000
344,19.5000
345,20.2500
346,18.0000
347,19.2500
348,21.5000
349,19.7500
350,18.0000
351,23.2500
352,19.7500
353,21.5000
354,17.0000
355,15.2500
356,16.5000
357,7.5000
358,9.7500
359,10.7500
360,12.5000
361,15.7500
362,10.7500
363,11.7500
364,13.5000
365,12.0000
366,13.0000
367,9.0000
368,8.2500
369,12.7500
370,9.2500
371,12.0000
372,5.2500
373,11.7500
374,10.7500
375,11.5000
376,11.5000
377,7.0000
378,7.5000
379,9.5000
380,9.5000
381,7.7500
382,12.2500
383,3.2500
384,11.5000
385,7.7500
386,11.2500
387,9.7500
388,9.5000
389,10.2500
390,2.2500
391,16.2500
392,16.7500
393,11.2500
394,11.5000
395,5.5000
396,7.0000
397,12.0000
398,7.7500
399,7.7500
400,10.0000
401,12.0000
402,15.5000
403,13.5000
404,8.7500
405,8.5000
406,5.7500
407,10.7500
408,9.7500
409,3.0000
410,6.0000
411,4.7500
412,11.7500
413,8.0000
414,8.0000
415,8.5000
416,4.7500
417,8.7500
418,10.0000
419,4.7500
420,2.5000
421,5.0000
422,8.7500
423,7.0000
424,7.7500
425,12.0000
426,4.0000
427,4.0000
428,8.5000
429,11.7500
430,7.0000
431,6.2500
432,7.0000
433,2.5000
434,10.0000
435,3.7500
436,6.5000
437,2.2500
438,5.2500
439,6.2500
440,5.0000
441,5.7500
442,6.0000
443,4.5000
444,11.5000
445,2.7500
446,4.0000
447,9.7500
448,3.5000
449,8.2500
450,6.2500
451,0.0000
452,1.2500
453,1.5000
454,4.2500
455,2.2500
456,4.2500
457,4.5000
458,5.2500
459,1.5000
460,10.7500
461,6.7500
462,5.0000
463,3.0000
464,2.2500
465,4.5000
466,0.7500
467,2.0000
468,2.2500
469,2.0000
470,5.0000
471,1.2500
472,2.5000
473,5.2500
474,2.2500
475,3.2500
476,1.7500
477,0.7500
478,3.5000
479,0.7500
480,4.5000
481,3.0000
482,3.2500
483,3.7500
484,3.2500
485,1.0000
486,2.5000
487,0.5000
488,2.2500
489,3.5000
490,4.0000
491,2.0000
492,5.5000
493,0.0000
494,3.5000
495,1.7500
496,6.0000
497,5.0000
498,1.5000
499,3.5000
500,3.5000
501,5.5000
502,2.7500
503,1.7500
504,5.7500
505,3.0000
506,1.7500
507,1.0000
508,6.2500
509,5.2500
510,3.0000
511,2.7500
512,6.5000
513,0.5000
514,5.2500
515,1.7500
516,2.0000
517,1.7500
518,4.2500
519,1.0000
520,5.5000
521,1.7500
522,2.5000
523,3.7500
524,2.0000
525,2.7500
526,1.0000
527,0.0000
528,2.7500
529,1.7500
530,2.5000
531,7.5000
532,0.2500
533,2.2500
534,4.0000
535,4.2500
536,3.2500
537,2.0000
538,0.0000
539,3.5000
540,0.0000
541,2.7500
542,1.7500
543,0.5000
544,5.5000
545,3.0000
546,6.0000
547,0.7500
548,1.5000
549,1.2500
550,1.7500
551,4.2500
552,1.0000
553,1.2500
554,0.0000
555,1.2500
556,2.0000
557,2.5000
558,2.2500
559,0.0000
560,1.7500
561,3.0000
562,6.7500
563,1.7500
564,2.0000
565,4.2500
566,2.2500
567,3.5000
568,1.2500
569,0.2500
570,1.5000
571,1.0000
572,5.7500
573,5.5000
574,1.7500
575,2.5000
576,1.7500
577,0.5000
578,4.0000
579,0.7500
580,0.0000
581,1.2500
582,1.2500
583,8.0000
584,0.7500
585,1.7500
586,3.2500
587,0.7500
588,4.0000
589,0.0000
590,1.7500
591,3.5000
592,0.0000
593,0.5000
594,1.5000
595,0.0000
596,3.0000
597,3.0000
598,5.0000
599,1.5000
600,4.0000
601,4.5000
602,1.5000
603,0.0000
604,2.2500
605,4.0000
606,1.2500
607,1.0000
608,0.0000
609,1.5000
610,0.0000
611,0.0000
612,2.2500
613,5.0000
614,3.2500
615,2.5000
616,5.0000
617,1.0000
618,0.0000
619,4.2500
620,4.5000
621,1.0000
622,0.2500
623,0.0000
624,7.0000
625,4.5000
626,2.2500
627,3.7500
628,3.2500
629,1.5000
630,2.7500
631,0.0000
632,0.0000
633,0.2500
634,0.0000
635,2.7500
636,0.5000
637,4.5000
638,3.2500
639,1.5000
640,7.7500
641,2.2500
642,0.5000
643,1.0000
644,0.0000
645,3.0000
646,1.5000
647,1.5000
648,2.0000
649,1.5000
650,2.2500
651,1.5000
652,1.2500
653,3.2500
654,6.2500
655,2.5000
656,4.5000
657,4.0000
658,1.7500
659,1.2500
660,0.0000
661,1.7500
662,5.0000
663,1.0000
664,5.7500
665,0.5000
666,2.2500
667,3.2500
668,3.0000
669,2.7500
670,1.0000
671,0.2500
672,4.2500
673,2.7500
674,2.0000
