Distance_(pixels),Gray_Value
0,0.0000
1,1.7500
2,2.5000
3,0.0000
4,1.5000
5,8.5000
6,4.5000
7,1.5000
8,6.5000
9,2.7500
10,2.0000
11,2.2500
12,0.7500
13,0.5000
14,0.0000
15,0.5000
16,1.7500
17,5.0000
18,1.2500
19,3.0000
20,2.0000
21,3.0000
22,5.5000
23,2.7500
24,1.7500
25,0.0000
26,2.2500
27,1.2500
28,2.2500
29,0.2500
30,2.2500
31,3.7500
32,3.2500
33,2.0000
34,4.0000
35,2.2500
36,1.0000
37,0.5000
38,1.0000
39,0.5000
40,4.7500
41,0.0000
42,2.0000
43,0.0000
44,0.0000
45,0.7500
46,0.7500
47,0.2500
48,2.0000
49,6.0000
50,3.7500
51,7.2500
52,3.5000
53,3.2500
54,2.2500
55,7.5000
56,3.0000
57,0.0000
58,0.5000
59,1.2500
60,2.5000
61,0.5000
62,2.0000
63,1.2500
64,1.2500
65,0.5000
66,3.2500
67,3.0000
68,2.2500
69,1.5000
70,2.7500
71,3.2500
72,3.0000
73,2.7500
74,0.2500
75,3.0000
76,5.7500
77,3.2500
78,6.7500
79,1.5000
80,0.0000
81,3.5000
82,1.0000
83,1.5000
84,1.2500
85,1.0000
86,0.7500
87,3.2500
88,1.7500
89,1.5000
90,0.5000
91,1.7500
92,0.0000
93,2.5000
94,1.2500
95,1.0000
96,2.0000
97,1.2500
98,2.2500
99,0.2500
100,1.2500
101,1.5000
102,1.2500
103,2.0000
104,3.0000
105,0.0000
106,0.0000
107,3.2500
108,2.0000
109,3.2500
110,3.2500
111,0.5000
112,2.7500
113,0.7500
114,0.5000
115,1.7500
116,0.2500
117,0.2500
118,2.5000
119,3.7500
120,1.7500
121,3.2500
122,0.7500
123,1.0000
124,0.2500
125,5.2500
126,0.0000
127,1.0000
128,2.2500
129,1.7500
130,2.5000
131,3.0000
132,0.0000
133,0.5000
134,1.5000
135,5.2500
136,3.0000
137,0.2500
138,0.0000
139,0.0000
140,2.5000
141,2.0000
142,6.2500
143,1.5000
144,1.5000
145,1.7500
146,7.5000
147,0.2500
148,2.7500
149,2.0000
150,2.5000
151,3.5000
152,1.0000
153,0.0000
154,2.5000
155,5.7500
156,2.5000
157,1.5000
158,4.2500
159,1.0000
160,1.2500
161,2.7500
162,0.5000
163,3.2500
164,0.2500
165,3.7500
166,1.2500
167,2.2500
168,2.0000
169,1.5000
170,1.5000
171,2.7500
172,3.7500
173,4.2500
174,3.5000
175,1.5000
176,0.0000
177,3.2500
178,2.0000
179,1.2500
180,2.0000
181,2.0000
182,3.0000
183,7.5000
184,1.7500
185,2.7500
186,2.5000
187,2.5000
188,5.7500
189,2.7500
190,3.7500
191,2.2500
192,2.5000
193,3.0000
194,4.2500
195,3.7500
196,2.2500
197,1.0000
198,3.7500
199,4.5000
200,3.5000
201,1.5000
202,1.2500
203,0.0000
204,4.0000
205,3.2500
206,5.2500
207,4.2500
208,4.2500
209,7.2500
210,9.5000
211,2.0000
212,2.7500
213,4.0000
214,8.2500
215,5.2500
216,8.0000
217,12.2500
218,7.5000
219,10.2500
220,7.2500
221,8.0000
222,14.2500
223,7.7500
224,10.0000
225,12.0000
226,13.7500
227,15.0000
228,17.2500
229,15.2500
230,32.0000
231,39.5000
232,47.7500
233,49.2500
234,56.7500
235,64.7500
236,69.2500
237,74.2500
238,73.2500
239,75.5000
240,79.5000
241,76.0000
242,78.2500
243,72.5000
244,72.0000
245,75.7500
246,74.7500
247,66.0000
248,72.2500
249,59.7500
250,62.7500
251,57.5000
252,53.7500
253,56.0000
254,49.0000
255,45.5000
256,42.7500
257,43.0000
258,41.5000
259,38.7500
260,38.0000
261,34.7500
262,32.5000
263,31.2500
264,35.5000
265,28.5000
266,25.2500
267,27.2500
268,26.2500
269,24.0000
270,21.7500
271,23.5000
272,29.0000
273,27.2500
274,23.2500
275,17.2500
276,21.0000
277,19.5000
278,23.0000
279,22.2500
280,18.0000
281,19.5000
282,16.0000
283,16.2500
284,16.0000
285,22.0000
286,16.5000
287,18.2500
288,16.7500
289,13.2500
290,10.2500
291,13.7500
292,11.2500
293,15.0000
294,15.5000
295,19.5000
296,13.0000
297,12.7500
298,12.0000
299,20.2500
300,22.5000
301,25.5000
302,18.5000
303,23.7500
304,22.2500
305,30.0000
306,26.0000
307,26.2500
308,32.2500
309,26.5000
310,30.5000
311,33.0000
312,39.7500
313,34.2500
314,34.2500
315,37.7500
316,39.2500
317,37.5000
318,41.0000
319,43.7500
320,43.0000
321,47.2500
322,42.2500
323,41.7500
324,43.7500
325,39.7500
326,42.0000
327,43.5000
328,43.0000
329,41.2500
330,37.7500
331,37.7500
332,41.2500
333,34.5000
334,33.5000
335,34.0000
336,33.2500
337,31.2500
338,33.0000
339,25.5000
340,25.0000
341,27.2500
342,27.7500
343,26.7500
344,24.7500
345,23.2500
346,17.5000
347,22.0000
348,22.7500
349,20.0000
350,9.7500
351,14.5000
352,16.7500
353,16.2500
354,13.2500
355,17.2500
356,16.2500
357,12.5000
358,14.5000
359,9.0000
360,12.5000
361,11.0000
362,7.5000
363,10.2500
364,12.0000
365,10.5000
366,12.2500
367,12.0000
368,9.7500
369,7.5000
370,11.7500
371,4.7500
372,8.7500
373,3.7500
374,7.7500
375,6.2500
376,10.0000
377,11.5000
378,13.2500
379,6.5000
380,6.0000
381,6.5000
382,4.0000
383,5.0000
384,3.7500
385,4.2500
386,4.7500
387,3.7500
388,1.2500
389,4.2500
390,6.7500
391,4.7500
392,13.0000
393,3.0000
394,3.0000
395,6.0000
396,7.7500
397,5.0000
398,2.0000
399,6.5000
400,10.2500
401,8.2500
402,3.2500
403,4.7500
404,6.5000
405,8.0000
406,7.7500
407,6.5000
408,4.2500
409,7.0000
410,9.7500
411,6.5000
412,7.0000
413,6.2500
414,5.0000
415,5.0000
416,9.0000
417,11.5000
418,7.2500
419,4.7500
420,4.7500
421,7.7500
422,9.0000
423,9.2500
424,6.7500
425,5.2500
426,10.7500
427,12.2500
428,12.2500
429,5.7500
430,6.7500
431,7.5000
432,6.7500
433,8.5000
434,5.0000
435,4.5000
436,6.2500
437,5.0000
438,4.0000
439,4.0000
440,3.0000
441,8.5000
442,8.5000
443,5.2500
444,10.7500
445,5.0000
446,2.5000
447,3.7500
448,0.0000
449,3.2500
450,6.7500
451,3.5000
452,4.7500
453,4.2500
454,1.7500
455,1.2500
456,1.0000
457,1.2500
458,0.0000
459,4.0000
460,2.5000
461,1.2500
462,3.2500
463,2.2500
464,0.2500
465,2.0000
466,3.5000
467,5.7500
468,3.0000
469,0.7500
470,3.0000
471,3.0000
472,4.5000
473,3.0000
474,0.2500
475,3.7500
476,2.5000
477,3.2500
478,2.2500
479,0.0000
480,2.7500
481,1.5000
482,2.0000
483,1.7500
484,1.5000
485,1.0000
486,4.5000
487,0.0000
488,2.5000
489,1.0000
490,0.0000
491,3.7500
492,5.2500
493,0.2500
494,2.7500
495,2.0000
496,1.5000
497,2.2500
498,1.7500
499,4.5000
500,6.2500
501,4.7500
502,7.2500
503,1.7500
504,4.2500
505,2.7500
506,3.0000
507,2.2500
508,1.0000
509,3.0000
510,4.7500
511,0.5000
512,0.2500
513,1.5000
514,0.2500
515,2.2500
516,4.7500
517,6.7500
518,0.2500
519,3.2500
520,3.7500
521,3.0000
522,3.7500
523,4.0000
524,2.0000
525,2.7500
526,3.2500
527,0.5000
528,2.0000
529,1.7500
530,3.0000
531,4.2500
532,1.7500
533,2.5000
534,2.2500
535,1.5000
536,2.7500
537,0.0000
538,2.0000
539,2.0000
540,1.5000
541,2.5000
542,1.5000
543,0.0000
544,3.7500
545,7.7500
546,0.7500
547,0.2500
548,0.0000
549,7.7500
550,3.7500
551,2.0000
552,2.0000
553,4.7500
554,1.2500
555,1.2500
556,3.5000
557,3.0000
558,4.0000
559,1.5000
560,0.7500
561,3.7500
562,6.2500
563,0.2500
564,1.0000
565,0.0000
566,0.2500
567,3.0000
568,0.0000
569,0.2500
570,2.2500
571,0.5000
572,2.7500
573,2.5000
