Distance_(pixels),Gray_Value
0,1.250
1,3.500
2,0.000
3,4.000
4,1.500
5,0.750
6,6.000
7,2.000
8,1.500
9,4.000
10,1.750
11,0.250
12,1.500
13,4.250
14,4.750
15,1.750
16,1.750
17,0.750
18,1.500
19,3.250
20,1.250
21,1.500
22,1.000
23,0.750
24,2.750
25,0.250
26,0.500
27,0.500
28,0.000
29,0.750
30,1.250
31,1.500
32,1.000
33,0.250
34,3.000
35,2.000
36,1.750
37,0.500
38,0.000
39,1.750
40,0.250
41,0.000
42,1.250
43,2.000
44,0.000
45,2.750
46,0.500
47,2.750
48,0.000
49,0.000
50,2.250
51,0.000
52,1.250
53,3.000
54,1.250
55,3.250
56,0.500
57,2.000
58,6.750
59,0.000
60,0.750
61,0.000
62,0.500
63,3.000
64,4.250
65,5.250
66,0.750
67,0.750
68,4.000
69,1.500
70,1.500
71,0.000
72,1.000
73,1.500
74,2.000
75,0.000
76,1.750
77,2.000
78,0.250
79,0.750
80,0.000
81,0.500
82,2.250
83,5.250
84,6.750
85,1.000
86,0.250
87,0.000
88,2.750
89,0.000
90,0.000
91,0.000
92,1.000
93,1.000
94,3.250
95,2.500
96,2.750
97,2.500
98,0.500
99,2.250
100,2.000
101,2.250
102,2.250
103,0.000
104,0.750
105,1.750
106,3.500
107,4.000
108,1.000
109,1.000
110,2.000
111,1.250
112,0.500
113,0.000
114,5.250
115,6.500
116,3.250
117,1.250
118,3.500
119,0.250
120,3.250
121,1.000
122,1.250
123,3.250
124,0.000
125,0.750
126,0.000
127,1.000
128,4.750
129,1.500
130,7.000
131,1.250
132,0.000
133,1.000
134,2.000
135,2.000
136,0.500
137,0.250
138,2.000
139,4.250
140,3.500
141,5.000
142,5.000
143,4.000
144,4.500
145,1.250
146,2.000
147,0.250
148,0.000
149,1.500
150,1.750
151,0.250
152,1.500
153,1.000
154,1.500
155,0.000
156,0.500
157,1.250
158,2.250
159,0.750
160,1.250
161,0.000
162,4.000
163,1.250
164,0.000
165,3.000
166,0.500
167,1.500
168,1.500
169,2.750
170,2.750
171,3.000
172,2.250
173,0.000
174,0.000
175,1.500
176,1.750
177,0.250
178,4.000
179,5.750
180,5.750
181,2.250
182,2.500
183,0.750
184,0.500
185,2.000
186,0.500
187,2.000
188,2.000
189,0.750
190,4.000
191,3.250
192,0.000
193,2.500
194,1.500
195,2.750
196,1.000
197,3.000
198,3.750
199,3.000
200,1.250
201,4.250
202,2.000
203,2.750
204,1.000
205,0.000
206,2.250
207,1.750
208,0.250
209,3.500
210,9.250
211,8.750
212,5.000
213,6.250
214,15.000
215,18.500
216,20.500
217,24.250
218,26.750
219,22.500
220,25.250
221,33.000
222,38.500
223,38.500
224,41.000
225,46.250
226,52.500
227,63.000
228,63.500
229,67.500
230,71.750
231,80.250
232,86.750
233,94.750
234,101.250
235,98.250
236,104.500
237,113.500
238,117.250
239,119.000
240,118.750
241,120.500
242,121.750
243,124.000
244,122.750
245,120.250
246,122.250
247,120.000
248,121.500
249,123.500
250,120.250
251,111.000
252,105.250
253,113.500
254,105.250
255,102.250
256,96.750
257,92.250
258,92.000
259,88.000
260,86.250
261,80.250
262,78.250
263,74.250
264,76.250
265,75.000
266,67.000
267,67.750
268,60.250
269,60.500
270,54.500
271,53.750
272,48.250
273,50.000
274,52.500
275,51.500
276,46.000
277,47.750
278,41.500
279,41.500
280,50.250
281,44.750
282,40.250
283,39.250
284,38.250
285,43.500
286,36.250
287,40.500
288,39.000
289,34.000
290,43.750
291,46.250
292,43.000
293,42.250
294,36.500
295,41.250
296,43.250
297,44.500
298,42.000
299,43.250
300,45.000
301,45.250
302,54.000
303,49.750
304,50.000
305,57.000
306,50.750
307,55.250
308,53.750
309,55.250
310,56.750
311,58.750
312,59.250
313,63.250
314,60.750
315,55.000
316,61.250
317,66.000
318,69.500
319,62.500
320,63.500
321,70.000
322,66.250
323,67.500
324,72.500
325,75.250
326,72.500
327,68.500
328,67.500
329,69.750
330,69.250
331,66.500
332,75.250
333,68.000
334,66.750
335,65.250
336,67.250
337,63.250
338,66.250
339,63.500
340,59.000
341,57.750
342,58.000
343,55.500
344,47.500
345,49.000
346,49.750
347,50.250
348,44.250
349,45.250
350,44.000
351,43.250
352,37.500
353,40.750
354,40.500
355,35.750
356,37.750
357,31.500
358,31.500
359,34.250
360,29.500
361,30.500
362,26.250
363,27.500
364,24.500
365,26.250
366,26.250
367,22.500
368,18.000
369,19.500
370,19.000
371,20.000
372,15.000
373,19.750
374,24.250
375,17.500
376,15.750
377,21.250
378,14.250
379,15.000
380,20.000
381,18.750
382,17.750
383,15.750
384,16.000
385,13.250
386,11.500
387,15.500
388,11.750
389,12.250
390,10.750
391,18.250
392,16.500
393,16.000
394,19.250
395,11.750
396,15.000
397,14.000
398,12.500
399,12.250
400,12.750
401,12.500
402,13.000
403,15.750
404,11.250
405,14.250
406,10.500
407,14.500
408,18.000
409,9.000
410,8.750
411,13.500
412,5.500
413,18.250
414,12.250
415,15.250
416,14.000
417,14.250
418,15.000
419,12.000
420,14.500
421,10.250
422,8.750
423,16.750
424,12.750
425,12.500
426,10.000
427,9.000
428,10.000
429,13.250
430,11.250
431,12.750
432,13.000
433,8.750
434,13.500
435,17.500
436,11.750
437,10.000
438,13.000
439,10.000
440,9.000
441,8.250
442,13.250
443,5.000
444,9.500
445,12.750
446,7.000
447,8.750
448,5.750
449,8.500
450,4.000
451,5.000
452,6.750
453,4.750
454,4.750
455,5.750
456,12.500
457,11.000
458,5.250
459,7.000
460,10.000
461,8.750
462,4.750
463,4.750
464,4.500
465,5.000
466,8.500
467,5.000
468,6.750
469,0.750
470,1.250
471,7.500
472,1.500
473,6.500
474,2.750
475,2.250
476,6.000
477,3.500
478,2.250
479,3.250
480,1.250
481,3.000
482,6.000
483,1.250
484,0.250
485,0.000
486,3.500
487,4.000
488,5.000
489,5.500
490,2.250
491,11.000
492,7.250
493,7.250
494,3.000
495,0.500
496,3.500
497,1.750
498,1.000
499,2.000
500,2.000
501,1.750
502,7.000
503,8.000
504,2.750
505,3.250
506,3.250
507,3.750
508,1.500
509,1.500
510,6.750
511,2.750
512,1.500
513,5.000
514,1.750
515,0.750
516,3.000
517,1.750
518,3.750
519,2.000
520,2.500
521,3.000
522,3.750
523,1.000
524,0.750
525,4.250
526,0.000
527,3.500
528,0.250
529,6.750
530,4.750
531,0.000
532,1.500
533,2.000
534,1.250
535,2.250
536,2.000
537,0.250
538,0.000
539,4.000
540,2.500
541,5.750
542,1.250
543,1.500
544,2.750
545,2.500
546,3.750
547,1.250
548,1.250
549,1.500
550,0.500
551,3.250
552,4.750
553,3.750
554,5.500
555,1.750
556,1.000
557,4.250
558,1.250
559,0.000
560,0.000
561,1.500
562,3.250
563,1.250
564,2.000
565,4.000
566,2.500
567,2.250
568,1.500
569,1.750
570,2.000
571,2.250
572,3.000
573,2.000
574,3.000
575,2.000
576,2.000
577,5.250
578,4.250
579,5.250
580,0.000
581,6.000
582,4.750
583,1.250
584,0.250
585,4.250
586,0.500
587,3.000
588,1.500
589,2.250
590,1.250
591,1.500
592,0.500
593,1.000
594,3.750
595,0.250
596,1.750
597,0.750
598,3.750
599,3.500
600,2.500
601,4.500
602,4.250
